id,scheda,nctn,inventario,suffisso,cmpd,titolo,deso,l3,l4,piano,sala,contenitore,comune,via,geonote,dtzgi,dtzgf,dtzs,dtsi,dtsf,stcc,oss
1401,,348697,20321,,20/04/2020,Contursi-348697,"Oinochoe a figure nere di produzione attica. Bocca trilobata, collo distino, spalla arrotondata, corpo ovoide rastremato, piede a echino rovescio, ansa a bastoncello impostata dall'orlo alla spalla. Decorazione a figure nere: sulla spalla meandri, ai lati del pannello figurato, fascia con punti; sul corpo scena di gigantomachia con Atena che affronta un gigante stante, mentre un altro è raffigurato caduto. Classe di Atene 581. Ricomposta da frammenti e reintegrata.",43,547,2,29,81,108,Via Leonida 52,,24,25,15,-510,-490,10,"Tomba degli atleti, al centro del vano, tra i sarcofagi 1 e 7,1917-1921"
1412,,348708,20332,,01/11/2020,Contursi-348708,"Anfora a vernice nera, con fascia a risparmio sul fondo, in prossimità del piede. Labbro svasato, collo distinto, spalla arrotondata, corpo ovoide rastremato, piede a disco, anse a nastro impostate dal collo alla spalla. Fasce parallele di colore rosso sovraddipinte nel punto di massima espansione. Ricomposta da frammenti.",43,447,2,29,81,108,Via Leonida 52,,24,25,15,-510,-490,10,"Tomba degli atleti, al centro del vano, tra i sarcofagi 1 e 7,1917-1921"
10,,333835,37437,,04/12/2020,Contursi-333835,"Louterion fittile acromo, di cui si conserva parte del piede e la base rettangolare. Il piede è decorato con 23 scanalature desinenti a linguetta con rosette impresse. Base quadrata con decorazione a linguette rivolte verso l'alto lungo il bordo esterno della base. Ricostruito da più frammenti ma ancora lacunoso",43,607,2,24,18,185,Via G. Martino,,25,26,22,-500,-300,10,2004
591,,345401,52230,,03/11/2020,Contursi-345401,"Cratere a calice apulo con decorazione a figure rosse. Lato A: Odisseo, in basso, con Tersite e Menelao. Leda ed Elena con l'uovo. Un edificio, al cui interno sono presenti due figure, una seduta e una stante, presso una kline, e all'esterno Afrodite, Eros e un Dioscuro. Lato B: Teseo sale sulla nave abbandonando Arianna addormentata con Dioniso. In alto sileno e menade.Presenti iscrizioni: ΘΕΡΣΙΤΑΣ, ΛΕΔΑ, ΕΛΕΝΑ., Μ[ΕΝΕΛ]ΑΟΣ, ΟΔΥ[ΣΕΥΣ]. Attribuito all'Officina del Pittore della nascita di Dioniso da Trendall e al Pittore di Kyknos da Fontannaz. Reintegrato da più frammenti ma lacunoso.",43,499,2,25,43,108,Via Duc degli Abruzzi,Contrada Madre Grazia,26,26,1,-400,-390,10,1921
1575,,348779,4599,,14/02/2020,Contursi-348779,"Hydria attica a figure rosse. Labbro revoluto con bordo sagomato, alto collo cilindrico, spalla orizzontale arrotondata, corpo ovoidale, piede a disco modanato, anse a bastoncello. Decorazione a figure rosse sul corpo e collo: apoteosi di Eracle; l'eroe armato di clava, è al centro tra ninfe e satiri che danzano e uno che suona il flauto. Sotto le anse due are. Attribuita da Beazley al pittore di Meleagro. Un'ansa ricongiunta.",43,517,2,28,95,108,Via Principe Amedeo,,26,26,1,-400,-390,10,"Tomba III,28.12.1910"
1529,,348733,50942,,09/07/2020,Contursi-348733,"Kylix a figure rosse di produzione attica, tipo b. Labbro indistinto, a profilo continuo con la bassa vasca emisferica, alto stelo, piede a disco. Esterno interamente verniciato. Interno a figure rosse con sovraddipinture rosse, nel tondo: atleta che immerge le mani in un luterion, su cui è presente la scritta ΚΑΛΟΣ. Nel campo a destra un panno, a sinistra, sullo stesso chiodo, sandali e un aryballos. Un'ansa di restauro.",43,530,2,28,93,108,Via Minniti / Via Mezzocapo,,25,25,1,-500,-490,10,"Tomba, sulla copertura,01.08.1934"
756,,345528,8308,,13/05/2020,Contursi-345528,"Kylix di produzione apula con decorazione sovraddipinta in rosso. Orlo arrotondato, vasca a profilo convesso con risega mediana interna, piede ad anello modanato, anse a bastoncello ripiegate verso l'alto. Decorazione sovraddipinta: sotto l'orlo, tralcio di edera con corimbi; sulla parete interna della vasca, girali; sul fondo, cerchi concentrici inquadrano una stella a otto raggi. All'esterno, sulla vasca, ramo di alloro con bacche. Tondello esterno del piede risparmiato con tracce di colore rosso. Ricomposto da più frammenti, ma lacunoso. La decorazione del tondello interno avvicina la kylix alla produzione del Gruppo del cigno rosso di Beazley.",43,530,2,27,51,108,Ospedale Civile SS. Annunziata,,26,26,3,-361,-340,10,"Ipogeo G. Martino,1898"
1445,,348621,198314,,03/01/2020,Contursi-348621,"Lebes gamikos apulo a figure rosse. Breve labbro dritto, spalla orizzontale arrotondata, corpo ovoide rastremato verso il basso. Sul corpo, inquadrrata superiormente da una fascia con palmette, inferiormente da una con meandri e croci e lateralmente da palmette e tralci, Afrodita punisce Eros col sandalo. La dea è rappresentata con diadema radiato sovraddipinto e ricche vesti, il piccolo Eros, trattenuto per le mani è in piedi avanti a una colonnina su cui una figura maschile con coloba sovraddipinta nella mano, sta poggiando un piede. Vicino al Pittore del Poppante e di Salting. Ricomposta da frammenti ma lacunosa.",43,535,2,29,83,108,Via Leonida 52,,26,26,3,-361,-340,10,
209,,344949,179196,,28/09/2020,Contursi-344949,"Anfora attica a figure nere con scena di lotta tra Eracle e Tritone, firmata da Exechias, di cui si conserva parte del ventre. Nel pannello figurato: Eracle con leontè, rivolto a sinistra, afferra Tritone, raffigurato col capo in direzione opposta e verso il basso. Alle spalle dell'eroe si snoda la coda di Tritone resa a squame con fini incisioni. Decorazione in bianco e rosso sovraddipinta. Nel campo, accanto ai personaggi, sono presenti i nomi. Lungo i margini del pannello: iscrizione che riporta il nome del pittore. Ricomposta da più frammenti, ma lacunosa. Forse pertinente all'orlo n. inv. 187137.",43,447,2,24,25,45,,Saturo,25,25,3,-461,-440,10,"Santuario della Sorgente,Lo Porto,1976"
1519,,348722,20306,,21/08/2020,Contursi-348722,"Lekythos attica a figure rosse. Bocchello troncoconico con orlo piatto, stretto collo cilindrico, spalla obliqua, corpo cilindrico con fondo arrotondato, piede a disco, ansa a nastro impostata tra il collo e la spalla. Decorazione: sulla spalla catena di palmette dritte e rovescie; nella parte superiore del corpo, fascia con ovoli; sul corpo: figura femminile con alabastron rivolta a destra di fronte a un'altra figura femminile con benda e cofanetto; in basso un uccellino. Parzialmente restaurata.",43,537,2,28,92,108,Via Minniti,,25,25,3,-461,-440,10,"Tomba, presso i piedi del defunto,07.10.1925"
730,,345495,79266,,16/05/2020,Contursi-345495,"Olla peuceta con decorazione geometrica e figurata bicroma. Labbro a tesa a profilo convesso, corpo globulare con spalla fortemente arrotondata e rastremata verso il piede, piede a disco, anse a nastro rivolte verso l'alto, impostate nel punto di massima espansione. Decorazione: sul labbro, all'interno, fregio di figure maschili inginocchiate e femminili stanti che si tengono per mano, inquadrata da fasce orizzontali e separati da tratti verticali; sulla spalla e sul corpo: fasce a campitura piena in rosso e nero, alternate a fasce puntinate. Sulla spalla e sul corpo, fascia a decorazione figurata con raffigurazione ripetuta per tre volte: una nave e due opliti con scudi rettangolari, seguiti da cavalieri e coppia di opliti, tra scudi rotondi resi con colore bruno, separati da coppia di gallinacei di colore rosso. Al di sotto, separato dal precedente da fasce, linee e punti un altro fregio con raffigurazioni identiche a quelle della fascia superiore ripetute quattro volte. Nella parte inferiore del corpo, motivi decorativi geometrici e vegetali (reticolo, boccioli di loto stilizzati, tratti). Ricomposto ma ancora lacunoso.",43,548,2,27,50,108,Corso Italia,,24,24,3,-561,-540,10,"Tomba 35,T. Schoyer,1990"
731,,345499,79624,,21/12/2020,Contursi-345499,"Kantharos peuceta con decorazione geometrica bicroma. Labbro estroflesso, corpo globulare schiacciato e rastremato verso il piede a disco, anse a nastro sormontanti. Decorazione: sulla spalla, linee a risparmio su fascia in nero, parte inferiore in rosso. Ricomposto da frammenti ma lacunoso.",43,524,2,27,50,108,Corso Italia 110,,24,24,3,-561,-540,10,"Tomba 35,T. Schoyer,1990"
802,,345885,4957,,21/08/2020,Contursi-345885,"Kylix a figure nere di produzione attica, tipo band-cup. Labbro a profilo concavo, con orlo arrotondato e lievemente estroflesso, distinto dalla vasca emisferica mediante una risega, alto piede a tromba, anse a bastoncello impostate obliquamente sotto al labbro. Interamente verniciata in nero ad eccezione della fascia a risparmio tra le anse, con decorazione a figure nere e sovraddipinture in rosso e bianco. Scena di combattimento tra guerrieri con elmo, scudo e corazza policroma. Sul lato sinistro sono una figura ammantata stante ed un giovane su cavallo al galoppo verso destra; sull'altro lato due figure ammantate e un cavaliere alternati. Ai lati delle anse palmette con volute. Una faccia del vaso è lacunosa; vi si scorge, accanto alla palmetta di sinistra, la scritta FΟΛ. Interno verniciato, a eccezione del tondo a risparmio. Ricomposta e restaurata.",43,530,2,28,65,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba,08.11.1884"
803,,345886,4958,,20/08/2020,Contursi-345886,"Kylix a figure nere di produzione attica, tipo band-cup. Labbro a profilo concavo, con orlo arrotondato e lievemente estroflesso, distinto dalla vasca emisferica mediante una risega, alto piede a tromba, anse a bastoncello impostate obliquamente sotto al labbro. Interamente verniciata in nero ad eccezione della fascia a risparmio tra le anse, con decorazione a figure nere e sovraddipinture in rosso e bianco. Scena di combattimento: Eracle, con la clava, affronta Tritone che brandisce un delfino.Ai lati, coppie di figure maschili nude e femminili scappano; alle estremità della figurazione due figure ammantate stanti, di profilo, rivolte verso il centro. In prossimità del fondo, linea a risparmio. Ai lati delle anse palmette con volute. Interno verniciato, a eccezione del tondo a risparmio. Ricomposta e restaurata.",43,530,2,28,65,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba,08.11.1884"
851,,348074,110337,,27/08/2020,Contursi-348074,"Kylix a vernice nera. Labbro a profilo obliquo, con orlo arrotondato, profonda vasca emisferica, alto piede a tromba, anse a bastoncello impostate obliquamente sulla vasca. Interamente rivestita di vernice nera tranne che in una sottile linea sull'orlo, all'interno delle anse e sotto il piede. All'esterno, tra labbro e vasca, linea sovraddipinta in rosso. Ricomposta e restaurata.",43,530,2,28,67,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba, interno, presso la testata N/NE,28.03.1958"
854,,348077,110340,,14/04/2020,Contursi-348077,"Kylix a figure nere di produzione attica, tipo Siana. Vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorata a figure nere con sovraddipinture in rosso e bianco, su due registri. Sul labbro, fra due linee nere, tralcio continuo di edera con foglie dipinte a colori alterni
nero e rosso. Esterno delle anse, piede e parte inferiore del corpo
verniciati, tranne che in una fascia circolare in cui girano quattro sottili cerchi concentrici tracciati a vernice diluita. Sotto il piede cerchio dipinto. Lato A: due gruppi affrontati di animali fantastici; a sinistra Sirena e Sfinge, a destra due Sirene fra cui vola un uccello. Lato B: teoria di tre pantere alternate a due cervi pascenti. Nel tondo interno, contornato da baccellature in rosso e nero fra triplici cerchi concentrici tracciati a vernice diluita, figura maschile in corsa verso destra, con berretto frigio sulla testa e bagaglio o skeuos a tracolla.
Nel campo piccola rosetta a destra. Attribuita da Lo Porto al Pittore del Grifo Alato, da Bakir al Pittore di Berlino 1659, da Brijder al Pittore di Malibu. Ricomposta da più frammenti e restaurata.",43,530,2,28,67,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba, interno, presso la testata N/NE,28.03.1958"
856,,348079,110342,,26/10/2020,Contursi-348079,"Kylix a figure nere di produzione attica, tipo Siana. Vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Corpo a risparmio ad eccezione di una linea nera che separa il labbro dalla vasca. Esterno delle anse, piede e parte inferiore del corpo verniciati. Attribuita alla cerchia del Pittore C. Ricomposta e restaurata.",43,530,2,28,67,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba, interno, presso la testata N/NE,28.03.1958"
857,,348080,110343,,06/07/2020,Contursi-348080,"Kylix a figure nere di produzione attica, tipo Siana. Vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Corpo a risparmio ad eccezione di una linea nera che separa il labbro dalla vasca. Esterno delle anse, piede e parte inferiore del corpo verniciati. Attribuita alla cerchia del Pittore C. Ricomposta e restaurata.",43,530,2,28,67,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba, interno, presso la testata N/NE,28.03.1958"
869,,345576,20256,,24/03/2020,Contursi-345576,"Kylix a figure nere di produzione attica, tipo Siana. Alto labbro svasato distinto, vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorazione figurata, con sovraddipinture in rosso e dettagli graffiti, su un solo registro che occupa labbro e vasca ed è identica su entrambi i lati: personaggi maschili ammantati, alternati ad efebi nudi con mantello sul braccio, in processione verso sinistra. Interno verniciato ad eccezione del tondo, definito da fascia di linee, punti e ampia fascia baccellata in rosso e nero, al cui centro è raffigurato un oplita con elmo, scudo e lancia, in corsa verso sinistra. Attribuita da Beazley al Pittore C e da Brijder al periodo medio della produzione di questo pittore. Piede di restauro.",43,530,2,28,69,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba,27.07.1920"
870,,345577,20257,,27/02/2020,Contursi-345577,"Anfora a profilo continuo a figure nere di produzione attica, tipo B. Labbro a listello trapezoidale appena svasato, collo a profilo continuo con spalla e corpo ovoidale rastremato, piede a echino rovesciato; anse a bastoncello. Decorazione metopale definito superiormente da fascia di punti. Lato A: Busto maschile barbato e busto femminile affrontati; nel campo, rosette. Lato B: gallo di profilo a sinistra e sirena di tre quarti. In prossimità del piede fila di raggi neri. Linee rosse sotto il collo e nel punto di massima espansione. Ricomposta da frammenti e integrata.",43,447,2,28,69,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Tomba,27.07.1920"
872,,348085,4441,,29/05/2020,Contursi-348085,"Kylix a figure nere di produzione attica, tipo band-cup. Labbro a profilo concavo, con orlo arrotondato e lievemente estroflesso, distinto dalla vasca emisferica mediante una risega, alto piede a stelo desinente a disco, anse a bastoncello impostate obliquamente sotto al labbro. Interamente verniciata in nero ad eccezione della fascia a risparmio tra le anse, con fregio decorato a figure nere con sovraddipinture in rosso, identico per entrambi i lati: al centro tre personaggi maschili in corsa verso destra; sul lato B il primo corridore è retrospiciente; alle estremità, personaggi maschili ammantati rivolti verso il centro. Ai lati delle anse, palmette. Ricomposta da frammenti e integrata.",43,530,2,29,70,108,Ospedale Civile SS. Annunziata,,24,24,3,-561,-540,10,"Villa Pepe (Ex Capecelatro) Tomba,03.02.1893"
881,,348094,117586,,27/06/2020,Contursi-348094,"Anfora a profilo continuo a figure nere di produzione attica, tipo B. Labbro a listello trapezoidale appena svasato, collo a profilo continuo con spalla e corpo ovoidale rastremato, piede a echino rovesciato; anse a bastoncello. Decorazione metopale identica su entrambi i lati: testa di cavallo con morso, rivolto a destra. In prossimità del piede fila di raggi neri. Linee rosse sotto il collo e nel punto di massima espansione. Ricomposta da frammenti e integrata.",43,447,2,29,70,108,Ospedale Marittimo Militare,,24,24,3,-561,-540,10,"Tomba 3,15.10.1960"
882,,348095,117587,,08/11/2020,Contursi-348095,"Anfora a profilo continuo a figure nere di produzione corinzia, tipo B. Labbro a listello trapezoidale, collo a profilo continuo con spalla e corpo ovoidale rastremato, piede a echino rovesciato; anse a bastoncello. Decorazione entro riquadro metopale, definito da linguette nere e rosse; lato A: cavallo in bianco, di profilo, rivolto a sinistra. Lato B: uccello di profilo a sinistra, con un'ala spiegata e l'altra abbassata. In prossimità del piede fila di raggi neri. Ricomposta da frammenti e integrata.",43,447,2,29,70,108,Ospedale Militare Marittimo,,24,24,3,-561,-540,10,"Tomba 3,15.10.1960"
891,,348104,20136,,09/03/2020,Contursi-348104,"Anfora attica a figure nere. Labbro a listello trapezoidale appena svasato, collo a profilo continuo con spalla e corpo ovoidale rastremato, piede a echino rovesciato; anse a bastoncello. Decorazione a figure nere. Lato A: entro spazio metopale, definito nella parte superiore da un fregio di palmette contrapposte, Eracle in lotta con il leone nemeo, tra un personaggio maschile nudo e uno femminile. Lato B: entro spazio metopale, definito nella parte superiore da un fregio di boccioli di loto contrapposti, quadriga guidata da due aurighi. Il resto della superficie è interamente verniciato ad eccezione di una fascia con raggiera in prossimità del piede. Attribuita da Beazley al Gruppo E. Ricomposta da frammenti e reintegrata.",43,447,2,29,71,108,,Punta Penna,24,24,3,-561,-540,10,"Tomba 1 (esterno),08.10.1925"
905,,348118,20129,,10/11/2020,Contursi-348118,"Kylix a figure nere di produzione attica, tipo Siana. Alto labbro svasato distinto, vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorazione a figure nere con sovraddipinture in rosso e bianco che si sviluppa in un unico registro su labbro e vasca. Su entrambi i lati: otto opliti con scudo tondo in corsa verso sinistra. Episemata sovraddipinti. Vicino alle anse, volatile; al di sotto delle anse fiore di loto capovolto. Nella parte inferiore della vasca, raggi. L'interno è interamente verniciato a eccezione di un tondo a risparmio, definito da motivo baccellato, al centro del quale è raffigurato un volatile con le ali spiegate. Attribuita a Lydos. Ricomposta da frammenti e integrata",43,530,2,29,72,108,Regio Arsenale,,24,24,3,-561,-540,10,"Tomba 1 (esterno),08.10.1925"
909,,348122,20150,,11/06/2020,Contursi-348122,"Kylix a figure nere di produzione attica, tipo Siana. Alto labbro svasato distinto, vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorazione a figure nere con sovraddipinture in rosso e bianco che si sviluppa in un unico registro su labbro e vasca. Lato A: otto opliti con scudo tondo in corsa verso sinistra. Lato B: cavalieri incedenti verso sinistra tra guerrieri e personaggi maschili ammantati. Nella parte inferiore della vasca, foglie di edera contrapposte. L'interno è interamente verniciato a eccezione di un tondo a risparmio, definito
da cerchi concentrici in bruno e rosso, al centro del quale è raffigurata un'arpia reirospiciente in corsa verso destra. Attribuita al pittore del Troilo di Taranto. Ricomposta da frammenti e integrata",43,530,2,29,72,108,Regio Arsenale,,24,24,3,-561,-540,10,"Tomba 1 (esterno),08.10.1925"
911,,348124,20157,,03/05/2020,Contursi-348124,"Kylix a figure nere di produzione attica, tipo Siana. Alto labbro svasato distinto, vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorazione a figure nere che si sviluppa in un unico registro su labbro e vasca, con sovraddipinture in rosso e bianco.Su entrambi i lati: cavalieri incedenti verso sinistra tra personaggi maschili ammantati; nel campo bende e false iscrizioni. Al di sotto delle anse volatili. L'interno è interamente verniciato a eccezione di un tondo a risparmio, definito da motivo baccellato, al centro del quale è raffigurato un cavaliere rivolto a sinistra, con benda e rosetta nel campo. Attribuita al Pittore del Civico Museo di Orvieto. Ricomposta da frammenti e integrata.",43,530,2,29,72,108,Regio Arsenale,,24,24,3,-561,-540,10,"Tomba 1 (esterno),08.10.1925"
916,,348129,34850,,05/06/2020,Contursi-348129,"Kylix a figure nere di produzione attica, tipo Siana. Alto labbro svasato distinto, vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorazione a figure nere con sovraddipinture in rosso e bianco che si sviluppa in un unico registro su labbro e vasca. Lato A: al centro, due guerrieri in combattimento; accanto due gruppi da tre personaggi: una figura femminile e una maschile ammantate e un cavaliere, rivolti verso il centro. Lato B: agguato a Troilo. L'interno è interamente verniciato a eccezione di un tondo a risparmio, definito da una fascia decorata con motivo baccellato, al centro del quale è raffigurata un'arpia reirospiciente in corsa verso destra. Attribuita al pittore del Troilo di Taranto. Ricomposta da frammenti e integrata",43,530,2,29,72,108,Piazza Sardegna,,24,24,3,-561,-540,10,"Tomba 1 (esterno),08.10.1925"
919,,348132,20137,,01/11/2020,Contursi-348132,"Kylix a figure nere di produzione attica, tipo Siana. Alto labbro svasato, angolato e distinto rispetto alla vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorazione a figure nere con sovraddipinture in rosso e bianco che si sviluppa in un unico registro su labbro e vasca. Lato A: apoteosi di Eracle. L'eroe è su una quadriga trainata da cavalli alati, guidata da Ermes; al centro, Atena; altre divinità raffigurate in prossimità delle anse. Lato B: al centro un uomo barbato separa due guerrieri in combattimento. Ai lati della scena centrale, personaggi maschili ammantati e, in prossimità delle anse, guerrieri. Al di sotto delle anse, volatili. Interno interamente verniciato ad eccezione del tondo a risparmio, definito da fascia concentrica decorata con motivo baccellato, al centro del quale è un volatile. Attribuita a Lydos. Ricomposta da frammenti e reintegrata.",43,530,2,29,73,108,Via Abruzzo,,24,24,3,-561,-540,10,"Tomba 1 (esterno),08.10.1925"
1474,,348651,4492,,18/02/2020,Contursi-348651,"Kylix a figure nere di produzione attica, tipo Siana. Alto labbro svasato, angolato e distinto rispetto alla vasca tondeggiante, alto stelo con piede svasato, anse impostate obliquamente sotto il labbro. Decorazione a figure nere con sovraddipinture in rosso e bianco che si sviluppa in un unico registro su labbro e vasca. Su entrambi i lati: quattro atleti in corsa verso destra, di cui il secondo del lato A retrospiciente. Ai lati personaggi maschili avvolti nell'himation (rispettivamente due a destra e uno a sinistra). Al di sotto delle anse, fiore di loto capovolto. Interno interamente verniciato ad eccezione del tondo a risparmio, definito da fascia concentrica decorata con motivo baccellato, al centro del quale è una testa maschile di profilo. Attribuita a Lydos. Ricomposta da frammenti e reintegrata.",43,530,2,29,86,108,Via Marche,,24,24,3,-561,-540,10,"Tomba,26.02.1916"
569,,345377,34852,,08/08/2020,Contursi-345377,"Skyphos apulo a figure rosse, di grandi dimensioni. Orlo arrotondato, profonda vasca troncoconica, piede ad anello. Decorazione figurata con sovraddipinture in bianco, inquadrata da una fascia di ovoli in corrispondenza dell'orlo, da cui pendono tralci, e inferiormente da fascia con meandri e croci. Al centro, una figura femminile con diadema e gioielli resi con sovraddipinture, porge una cassetta a un personaggio maschile seduto con bastone e benda sul capo. In corrispondenza delle anse palmette e girali. Ricomposto da frammenti, lacune reintegrate.",43,591,2,25,40,108,Regio Arsenale,Contrada Inchiusa,26,26,4,-400,-351,10,
1608,,348812,214007,,01/10/2020,Contursi-348812,"kylix a vernice nera. Orlo sottile indistinto, vasca profonda con pareti dritte nella parte superiore e convessa in quella inferiore; gradino all'interno della vasca; piede ad anello modanato, anse a bastoncello impostate orizzontalmente al di sotto dell'orlo.All'interno, entro due cerchi, decorazione impressa: sei foglie disposte in cerchio. Piede ricongiunto.",43,530,2,28,96,108,Via T. Minniti ang. Via Dante,,26,26,4,-400,-351,10,"Tomba 66,13.01.1970"
1689,,348893,51850,,17/12/2020,Contursi-348893,"Lekythos attica con decorazione policroma a rilievo. Collo cilindrico alto e stretto distinto dal corpo ovoide con fondo piatto, piede a disco con bordo sagomato, ansa a nastro impostata tra spalla e collo. La scena figurata realizzata a rilievo con sovraddipinture in rosso, blu e bianco, rappresenta celebrazioni legate al culto di Adone: al cospetto di un personaggio femminile e di una suonatrice di arpa, un erote, in piedi su una scala, deposita sul tetto di un giardino una pianta coltivata in vaso. Sul lato un altro personaggio femminile (Afrodite) si allontana a cavallo di un capro, volgendo il capo indietro. Decorazione accessoria: sul collo linguette, sulla spalla fascia con palmette. Bocchello di restauro.",43,537,2,28,98,108,Viale Virgilio,,26,26,4,-400,-351,10,"Tomba 11,26.02.1971"
1084,,348312,52758,,21/01/2020,Contursi-348312,"Balsamario ionico a forma di protome equina. Sulla sommità, bocchello discoidale, decorato con quattro petali dipinti e trattini radiali. La testa del cavallo è realizzata con orecchie piccole e appuntite, ciuffo ricadente sulla fronte, bozze frontali prominenti. Decorazione a vernice nera resa a punti sulla testa e sul collo, e a campitura piena sulla criniera, quest'ultima definita a partire dalla nuca del cavallo da solchi bipartiti. Labbra e una linea attorno al collo, come accenno ai finimenti in rosso. Il fondo è in parte di restauro.",43,457,2,29,77,108,Via Capotagliata,,24,24,4,-570,-501,10,"Tomba 11,F. G. Lo Porto,02.12.1953"
1375,,348595,52914,,18/08/2020,Contursi-348595,"Kylix di stile corinzio medio. Labbro svasato, corpo globoso distinto mediante risega, basso piede ad anello, anse a bastoncello impostate orizzontalmente sotto l'orlo. Decorazione esterna in parte evanida. Sull'orlo, animali n corsa verso destra. Lato A: scena di simposio con figure maschili barbate distese su klinai, sotto le quali sono accucciati tre cani, e due coppieri. Lato B: tre coppie di cavalieri con lancia, scudo con episema ed elmo corinzo, al galoppo a sinistra; tra i cavalieri, uccelli. Sotto le ande, gallo sormontato da rosetta da un lato, createre a colonnette con oinochoe dall'altro. Sotto la scena figurata, fasce con decorazione geometrica e presso il piede doppia raggiera. All'interno, verniciato in nero, è presente una fascia a risparmio con decorazione a figure nere: comasti barbuti che danzano in cinque coppie; al centro un cratere a colonnette da cui attingono un comasta con corno potorio e uno con oinochoe.",43,530,2,29,80,108,Via Leonida,,24,24,4,-570,-501,10,"Tomba,23.06.1938"
818,,348019,4874,,07/05/2020,Contursi-348019,"Balsamario plastico configurato a testa di guerriero con elmo ionico. Occhi, sopracciglia e baffi dipinti. Elmo dipinto in rosso, decorato sulla visiera con palmetta e fiori di loto a graffito. Sulla sommità dell'elmo, bocchello con decorazione a linguette radiali. Ricomposto da più frammenti e restaurato.",43,457,2,28,66,108,Ospedale Civile SS. Annunziata,,24,24,4,-590,-560,10,"Tomba,17.04.1914"
42,,333873,2082,,17/05/2020,Contursi-333873,"Statuetta fittile di figura femminile in trono, a mezzotondo. La figura ha il viso allungato, poco dettagliato, orecchie a capitello, occhi a mandorla con pupille dipinte. Capelli a linguette sulla fronte e ricadenti in trecce sulle spalle. Indossa il chitone trattenuto sulle spalle da due elementi circolari e un mantello che copre il capo e avvolge tutta la parte superiore del corpo. Al collo indossa collana con pendente tondo dipinto in rosso. Tracce di pittura bianca sul viso e rossa per definire i dettagli del viso e dell'abito. Cava nella parte inferiore. Ricomposta da due frammenti ma lacunosa.",31,232,2,24,19,141,,L'Amastuola,24,24,4,-600,-550,10,1897
1604,,348808,214003,,16/11/2020,Contursi-348808,"Anfora a figure rosse di produzione apula. Alto labbro tronconico con orlo svasato, collo suddiviso in due parti da cordolo su cui si impostano le anse. Il collo è distinto dal corpo globulare, il piede è a stelo con echino squadrato. Decorazione a figure rosse: sotto il collo, tralcio di foglie; sul collo finta baccellatura; sotto le anse girali; sul corpo, lato A: due figure maschili nude, affrontate, in procinto di afferrare un oggetto (una palla?). Lato B: figura femminile stante regge una patera e una corona, mentre una figura maschile ammantante le sta di fronte; tra loro un ramo. Ricondotta da Maruggi allo stile del Gruppo di Hoppin. Ricomposta e parzialmente integrata.",43,447,2,28,96,108,via S. Lucia,,26,26,6,-370,-360,10,"Tomba 66,13.01.1970"
586,,345399,4605,,14/01/2020,Contursi-345399,"Cratere a campana apulo a figure rosse. Labbro appena revoluto con orlo arrotondato, corpo campaniforme rastremato verso il fondo, piede a disco dal bordo arrotondato. Decorazione a figure rosse con sovraddipinture in paonazzo e bianco. Lato A: Oreste ed Elettra si incontrano presso la tomba di Agamennone. Oreste è sul lato destro ed è raffigurato mentre scende da cavallo; Elettra, a sinistra del monumento, avanza con un'hydria sulla testa, seguita da tre ancelle che portano ceste, bende e vasi. Il monumento al centro è costituito da una statua su base a dado decorata con scena di battaglia, posta su un basamento a gradini. Lato B: donna drappeggiata rivolta verso destra. Figurazione lacunosa. Decorazione accessoria: sotto l'orlo, tralcio di alloro; scena figurata inquadrata superiormente da una fila di ovoli e inferiormente da una fascia a meandri e croci. Attribuito al Pittore di Sarpedonte. Reintegrato ma lacunoso.",43,499,2,25,42,108,,Contrada Lupoli,26,26,6,-390,-370,10,1913
944,,348148,52185,,22/06/2020,Contursi-348148,"Skyphos a vernice nera. Orlo sottile, vasca troncoconica, piede ad anello. Ricomposto da più frammenti e reintegrato",43,591,2,29,74,108,Via Anfiteatro,angolo Regina Elena,25,25,6,-500,-476,10,1943
