"id_scheda","nctn","inv","suf","l4","l3","piano","sala","vetrina","comune","geonote","scan","dsca","dscd","dtzgi","dtzgf","dtzs","dtsi","dtsf","dtm","materia","tecnica","misa","misl","misp","misd","deso","stcc","stcl","adsp","adsm","cmpd","cmpn","fur","cdgg"
370,333368,121075,,697,45,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. medi","Porto Perone. tr. 1 str. k - liv. medi","Felice Gino Lo Porto",1958,15,15,13,1650,1500,8,25,"colombino","2.2",,,"2.3","fuseruola di forma conica con base leggermente concava e foro circolare verticale passante",1,3,1,1,2020-08-28,43,39,1
371,333369,121076,,697,45,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. medi","Porto Perone. tr. 1 str. k - liv. medi","Felice Gino Lo Porto",1958,15,15,13,1650,1500,8,25,"colombino","1.8",,,"2.4","fuseruola di forma conica con base leggermente concava e foro circolare verticale passante",1,3,1,1,2020-08-28,43,39,1
372,333374,121113,,607,43,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. inferiori","Porto Perone. tr. 1 str. k - liv. inferiori","Felice Gino Lo Porto",1958,15,15,13,1650,1500,8,25,"colombino","7.6","7.4","1.2",,"frammento di vaso in impasto di stile protoappenninico. Di esso si conserva la parete decorata con bugne coniche applicate disordinatamente",8,3,1,1,2020-08-28,43,39,1
373,333375,121114,,607,43,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. inferiori","Porto Perone. tr. 1 str. k - liv. inferiori","Felice Gino Lo Porto",1958,15,15,13,1650,1500,8,25,"colombino","3.9",5,"1.2",,"frammento di vaso in impasto di facies protoappenninica. Di esso si conserva l'orlo svasato e, sotto, sulla parete, cordone applicato con fila di impressioni ovali",8,3,1,1,2020-08-28,43,39,1
374,333376,121115,,485,43,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. inferiori","Porto Perone. tr. 1 str. k - liv. inferiori","Felice Gino Lo Porto",1958,15,15,13,1650,1500,8,25,"colombino",4,8,"0.4",,"ciotola in impasto di facies protoappenninica. Ha orlo diritto con labbro obliquo, parete rettilinea e carena a spigolo vivo",8,3,1,1,2020-08-28,43,39,1
375,333173,121082,,794,52,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. medi","Porto Perone. tr. 1 str. k - liv. medi","Felice Gino Lo Porto",1958,15,15,13,1650,1500,11,238,"scheggiatura","1.9","0.8","0.7",,"probabile residuo di nucleo in selce garganica",1,3,1,1,2020-08-28,43,39,1
376,333174,121083,,791,52,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. medi","Porto Perone. tr. 1 str. k - liv. medi","Felice Gino Lo Porto",1958,15,15,13,1650,1500,11,238,"scheggiatura","2.5","1.9","0.6",,"frammento prossimale di lama in selce con tallone puntiforme e un ritocco bilaterale semplice profondo",1,3,1,1,2020-08-28,43,39,1
377,333176,121120,,791,52,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. inferiori","Porto Perone. tr. 1 str. k - liv. inferiori","Felice Gino Lo Porto",1958,15,15,13,1650,1500,11,238,"scheggiatura","1.7","1.6","0.4",,"frammento mesiale di lama in selce garganica di forma trapezoidale, ma non trasformato in un trapezio ritoccato",8,3,1,1,2020-08-28,43,39,1
378,333175,121084,,263,33,3,2,"9B",45,"Porto Perone. tr. 1 str. k - liv. medi","Porto Perone. tr. 1 str. k - liv. medi","Felice Gino Lo Porto",1958,15,15,13,1650,1500,11,186,"levigatura",8,,,"0.7","attrezzo da lavoro in osso, levigato, con margini arrotondati convergenti a una estremità a formare una punta; l'altra estremità, invece, è rotta",2,3,1,1,2020-08-28,43,39,1
379,333662,120333,,607,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,18,19,10,1200,1100,8,25,"tornio","5.5","5.1","0.6",,"frammento di vaso di tipo miceneo di cui si conserva la parete dipinta in rosso-bruno con motivo campito a reticolo affiancato da fascio di strette bande oblique parallele. TE IIIC",8,3,1,1,2020-08-29,43,39,1
380,333663,120338,,595,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,18,19,10,1200,1100,8,25,"tornio","5.8","11.9","0.4",,"tazza attribuibile al TEIIIC di cui si conserva parte del corpo arrotondato e ansa orizzontale con andamento obliquo; è dipinta in rosso con strette bande ondulate orizzontali e parallele sulla parete mentre una banda delimita l'ansa",6,3,1,1,2020-08-29,43,39,1
381,333679,120546,,595,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"tornio","5.2","6.7","0.8",,"tazza in ceramica ""minia"" di cui si conserva l'orlo svasato, la parete concava con carena a risega",8,3,1,1,2020-08-29,43,39,1
382,333680,120547,,595,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"tornio","7.7","2.4","0.3",,"tazza in ceramica ""minia"" di cui si conserva l'orlo svasato con linea orizzontale incisa sottostante",8,3,1,1,2020-08-29,43,39,1
383,333673,120481,,485,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","5.4",6,"1.4",,"frammento di ciotola in impasto di facies subappenninica. Di essa si conservano le appendici a corna di lumaca dell'ansa a nastro sopraelevato",8,3,1,1,2020-08-29,43,39,1
384,333672,120480,,485,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","4.9","7.5","2.8",,"frammento di ciotola in impasto di facies subappenninica. Di essa si conserva la sommità ad ampia sella con apici a cornetti rilevati a corpo cilindrico dell'ansa a nastro sopraelevata sull'orlo e a doppia perforazione verticale",8,3,1,1,2020-08-29,43,39,1
385,333677,120497,,485,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","8.2","5.6","1.7",,"frammento di ciotola in impasto di facies subappenninica. Di essa si conserva la sopraelevazione a bastoncello con appendice cornuta dell'ansa a nastro ",8,3,1,1,2020-08-29,43,39,1
386,333666,120449,,453,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","6.8","6.8",1,,"frammento di attingitoio in impasto di facies subappenninica. Di essa si conserva l'ansa a nastro sopraelevato con parte del foro circolare passante e con margini rilevati e apici ingrossati, appiattiti e revoluti a lobo ",8,3,1,1,2020-08-29,43,39,1
387,333675,120490,,485,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","3.8","2.3","0.7",,"frammento di ciotola in impasto di facies subappenninica. Di essa si conserva l'appendice a spuntone a sezione quadrangolare dell'ansa a nastro sopralevato",8,3,1,1,2020-08-29,43,39,1
388,333674,120483,,485,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","7.3","4.2","1.8",,"frammento di ciotola carenata in impasto di facies subappenninica. Di essa si conserva l'ansa a nastro sopraelevato con appendice cilindro-retta",8,3,1,1,2020-08-29,43,39,1
389,333671,120479,,485,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino",7,"6.1","2.4",,"frammento di ciotola carenata in impasto di facies subappenninica. Di essa si conserva l'ansa a nastro sopraelevato con appendice a capocchia bilaterale",8,3,1,1,2020-08-30,43,39,1
390,333667,120454,,607,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","2.9","1.7","0.4",,"frammento di vaso a becco-ansa in impasto di facies subappenninica. Di essa si conserva solo l'ansa-beccuccio con corpo cilindrico, estremità superiore appiattita, foro circolare longitudinale",8,3,1,1,2020-08-30,43,39,1
391,333669,120472,,485,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","4.8","4.1","0.4",,"frammento di ciotolina in impasto di facies subappenninica. Di essa si conservano traccia dell'orlo svasato, la parete e la carena arrotondata. E' decorata con fila orizzontale di losanghe incise",8,3,1,1,2020-08-30,43,39,1
392,333665,120398,,595,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","5.3","4.6","0.7",,"frammento di tazza in impasto di facies subappenninica. Di essa si conservano l'orlo svasato, la parete concava e la carena a risega",8,3,1,1,2020-08-30,43,39,1
393,333670,120477,,595,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","3.6",,"0.6","8.3","frammento di tazza in impasto di facies subappenninica. Ha orlo svasato, parete leggermente concava, carena a risega, vasca rettilinea e omphalos sul fondo piatto",8,3,1,1,2020-08-30,43,39,1
394,333676,120492,,607,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","5.8","6.3","0.9",,"frammento di vaso in impasto di facies subappenninica. Di esso si conserva l'orlo diritto con labbro appiattito e, subito sotto, sulla parete, presa sub-rettangolare ",8,3,1,1,2020-08-30,43,39,1
395,333668,120466,,607,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","2.6","2.6","0.7",,"Frammento di vaso filtro in impasto di facies subappenninica. Di esso si conserva la parete con fori passanti",8,3,1,1,2020-08-30,43,39,1
396,333664,120384,,586,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino",5,"12.4","0.8",,"frammento di scodella in impasto di facies subappenninica. Di essa si conservano l'orlo rientrante e l'alta carena",8,3,1,1,2020-08-30,43,39,1
397,333678,120498,,697,45,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,11,186,"levigatura","3.3",,"1.6","4.1","frammento di fuseruola ricavata da testa di femore di ruminante segata alla base e con largo foro circolare centrale passante",3,3,1,1,2020-08-30,43,39,1
398,333161,120500,,697,45,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,11,25,"colombino","2.3",,"1.8","3.9","fuseruola biconvessa con foro circolare centrale passante",1,3,1,1,2020-08-30,43,39,1
399,333162,120502,,697,45,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,11,25,"colombino","1.3",,"1.1","2.5","fuseruola biconvessa con foro circolare centrale passante",1,3,1,1,2020-08-30,43,39,1
400,333163,120503,,697,45,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,11,25,"colombino","1.8",,"1.3",3,"fuseruola discoidale con foro circolare centrale passante",6,3,1,1,2020-08-30,43,39,1
401,333164,120505,,697,45,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,19,10,1300,1100,11,25,"colombino","1.6",,,"2.7","fuseruola conica a base piatta con foro circolare centrale passante",2,3,1,1,2020-08-30,43,39,1
402,333718,120341,,575,43,3,2,11,45,"Porto Perone. Capanne A-B","Porto Perone. Capanne A-B","Felice Gino Lo Porto",1958,17,18,10,1300,1200,8,25,"tornio","14.8",,"0.6",14,"Giaretta a staffa FS 173 di probabile provenienza egea dipinta in arancio-bruno sulla spalla con motivo FM 18:109-ll0 mycenaean flower. TE IIIB  ",2,3,1,1,2020-08-31,43,39,1
403,333681,120568,,19,1,3,2,11,45,"Porto Perone. Capanna D","Porto Perone. Capanna D","Felice Gino Lo Porto",1959,18,19,10,1200,1100,8,246,"fusione","1.7",,"0.2","3.6","frammento di spillone di cui si conserva la testa circolare a ruota con raggi ad estremità bifide decorata a tratti trasversali incisi. Ha confronti con un esemplare di Dimini. TE IIIC",3,3,1,1,2020-08-31,43,39,1
404,333699,121141,,595,43,3,2,11,45,"Porto Perone. Capanna D","Porto Perone. Capanna D","Felice Gino Lo Porto",1958,17,19,10,1300,1100,8,25,"colombino","13.4","18.4","0.7",,"Frammento di tazza in impasto di facies subappenninica. E' del tipo carenato a gola con ansa verticale a nastro sopraelevato",6,3,1,1,2020-08-31,43,39,1
405,333683,120868,,595,43,3,2,11,45,"Porto Perone. Capanna Alfa","Porto Perone. Capanna Alfa","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","5.4","4.3","0.6",,"frammento di tazza carenata in impasto di facies appenninica di cui si conservano l'orlo svasato, la parete decorata a intaglio con banda orizzontale campita a zig zag e triangoli puntinati negli spazi vuoti",8,3,1,1,2020-08-31,43,39,1
406,333684,120871,,595,43,3,2,11,45,"Porto Perone. Capanna Alfa","Porto Perone. Capanna Alfa","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","4.9","3.4","0.7",,"frammento di tazza carenata in impasto di facies appenninica di cui si conserva la sola parete decorata a intaglio con banda a zig zag orizzontale campita a puntini impressi e, sotto, banda incisa",8,3,1,1,2020-08-31,43,39,1
407,333700,121144,,586,43,3,2,11,45,"Porto Perone. Capanna Alfa","Porto Perone. Capanna Alfa","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","11.2",,"0.8","21.2","scodella in impasto di facies appenninica. Ha orlo rientrante con labbro appiattito, alta carena arrotondata, vasca troncoconica, fondo piatto e, lungo l'orlo in corrispondenza di due sopraelevazioni, bugne di forma quadrangolare verticale a perforazione orizzontale",6,3,1,1,2020-08-31,43,39,1
408,333682,120867,,595,43,3,2,11,45,"Porto Perone. Capanna Alfa","Porto Perone. Capanna Alfa","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"tornio",2,"2.6","0.4",,"tazza in ceramica burnished di probabile produzione egea. Di essa si conservano due frammenti non contigui dell' orlo a tesa con traccia di colore all'interno",7,3,1,1,2020-08-31,43,39,1
409,333690,120926,,453,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino",10,"6.5","0.4",,"frammento di attingitoio in impasto di facies appenninica. Di esso si conservano l'orlo svasato, la parete e la vasca rettilinee, la carena arrotondata e l'alto manico a nastro sopraelevato con margini ingrossati e rilevati",8,3,1,1,2020-08-31,43,39,1
410,333693,120929,,453,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","4.3","4.6","0.6",,"frammento di attingitoio in impasto di facies appenninica. Di esso si conserva il manico a nastro sopraelevato con parte del foro circolare passante e con margini rilevati e ingrossati",8,3,1,1,2020-08-31,43,39,1
411,3339692,120928,,453,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","5.3","7.3","0.8",,"Frammento di attingitoio in impasto di facies appenninica. Di esso si conserva l'alto manico a nastro sopraelevato con foro circolare passante e con margini ingrossati e rilevati ed apici ingrossati, appiattiti e revoluti a lobo",8,3,1,1,2020-08-31,43,39,1
412,333687,120923,,453,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","1.2","8.7",1,,"frammento di attingitoio in impasto di facies appenninica. Di esso si conserva la parete con larga ansa a nastro con profilo angolato",8,3,1,1,2020-08-31,43,39,1
413,333689,120925,,607,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino",6,"4.5","0.9",,"frammento di vaso in impasto di facies appenninica. Di esso si conserva la presa quadrangolare verticale schiacciata lateralmente e a perforazione orizzontale impostata sull'orlo",8,3,1,1,2020-08-31,43,39,1
414,333691,120927,,485,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","2.8","5.2","0.6",,"frammento di ciotola in impasto di facies appenninica. Di essa si conserva l'orlo diritto con labbro appiattito su cui è impostata piccola presa quadrangolare verticale a perforazione orizzontale ",8,3,1,1,2020-08-31,43,39,1
415,333688,120924,,607,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","4.3","4.9","0.8",,"frammento di vaso in impasto di facies appenninica. Di esso si conserva presa a lingua a doppia perforazione verticale",8,3,1,1,2020-08-31,43,39,1
416,333686,120922,,607,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","4.2","8.1","2.2",,"frammento di vaso in impasto di facies appenninica. Di esso si conserva presa quadrangolare orizzontale con faccia superiore concava e con apici a lobo semicircolare appiattito e sviluppato",8,3,1,1,2020-08-31,43,39,1
417,333685,120921,,607,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","6.4","8.7","0.7",,"frammento di vaso in impasto di facies appenninica. Di esso si conserva il collo troncoconico con orlo leggermente estroflesso e labbro arrotondato decorato a tacche impresse",8,3,1,1,2020-08-31,43,39,1
418,333694,120931,,485,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","5.7","4.2","0.7",,"frammento di ciotola in impasto di facies appenninica. Di essa si conserva la parete con carena arrotondata su cui è presa quadrangolare orizzontale con faccia superiore e inferiore concave, apici rotti. Su parete e vasca la decorazione consiste in fila di triangoli pendenti realizzati a intaglio e campiti a puntini impressi",8,3,1,1,2020-08-31,43,39,1
419,333695,120932,,607,43,3,2,11,45,"Porto Perone. Capanna Beta","Porto Perone. Capanna Beta","Felice Gino Lo Porto",1958,15,17,12,1500,1300,8,25,"colombino","1.5","3.4","0.9",,"frammento di vaso in impasto di facies appenninica. Di esso si conserva la parete decorata con probabile triangolo realizzato a intaglio e capito a punitini impressi",8,3,1,1,2020-08-31,43,39,1
420,333701,121145,,548,43,3,2,11,45,"Porto Perone. Capanna Gamma","Porto Perone. Capanna Gamma","Felice Gino Lo Porto",1958,15,15,13,1650,1500,8,25,"colombino",25,,,,"olla ovoidale in impasto di facies protoappenninica. Ha orlo svasato e, sulla spalla, è decorato con cordone orizzontale a impressioni digitali. Si conserva un attacco di ansa; è privo di fondo",10,3,1,1,2020-08-31,43,39,1
421,333697,120950,,595,43,3,2,11,45,"Porto Perone. Capanna Delta","Porto Perone. Capanna Delta","Felice Gino Lo Porto",1959,15,17,12,1500,1300,8,25,"colombino",4,7,"0.9",,"frammento di tazza in impasto di facies appenninica. Di essa si conserva l'orlo a tesa decorato a intaglio con fila orizzontale di triangoli campiti a punti impressi",8,3,1,1,2020-08-31,43,39,1
422,333698,120953,,607,43,3,2,11,45,"Porto Perone. Capanna Delta","Porto Perone. Capanna Delta","Felice Gino Lo Porto",1959,15,17,12,1500,1300,8,25,"colombino","5.9","6.6","0.9",,"frammento di vaso in impasto di facies appenninica. Di esso si conserva la parete decorata a intaglio con banda orizzontale campita a punti impressi e, sotto, motivo geometrico riempito anch'esso di punti impressi",8,3,1,1,2020-08-31,43,39,1
423,333696,120949,,586,43,3,2,11,45,"Porto Perone. Capanna Delta","Porto Perone. Capanna Delta","Felice Gino Lo Porto",1959,15,15,13,1650,1500,8,25,"colombino","9.4","21.2","0.8",,"scodella troncoconica in impasto di facies protoappenninica. Ha orlo diritto con labbro appiattito ed è decorata subito sotto con doppia fila orizzontale di bugnette coniche",6,3,1,1,2020-08-31,43,39,1
424,333444,5560,"a",467,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",18,19,10,1200,1100,8,25,"tornio",15,"8.5","0.5",,"frammento di brocca in ceramica di stile miceneo prodotta localmente. Di essa si conserva il corpo biconico e l'attacco di ansa. E' dipinta in bruno con bande verticali campite a zig zag su coppia di larghe bande orizzontali. L'ansa è dipinta, alla base, con banda semicircolare. TE III C",6,3,1,1,2020-08-31,43,39,1
425,333506,7676,,467,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",18,19,10,1200,1100,8,25,"tornio","13.5",14,"0.6",,"frammento di brocca di tipo miceneo. Di essa si conserva il collo concavo con orlo svasato e l'ansa a nastro verticale impostata tra collo e spalla. E' dipinta in bruno con bande orizzontali realizzate anche all'interno, e l'ansa, delimitata lungo i margini da bande verticali, è attraversata da brevi segmenti obliqui. Fori circolari. TE III C ",3,3,1,1,2020-08-31,43,39,1
426,333446,5567,,595,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",18,19,10,1200,1100,8,25,"tornio",6,"9.8","0.5",,"frammento di tazza carenata in stile miceneo prodotta localmente. Di essa si conservano l'orlo svasato, la parete lievemente inclinata all'interno con gola non molto accentuata, la carena media piuttosto pronunciata. Vasca troncoconica. E' dipinta in bruno con banda campita con linea a zig zag orizzontale piuttosto irregolare; bande orizzontali parallele all'interno. TEIIIC",8,3,1,1,2020-08-31,43,39,1
427,333440,5549,,607,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",18,19,10,1200,1100,8,25,"tornio","5.4","8.9","0.7",,"frammento di vaso a collo di tipo miceneo di cui si conserva parte del collo e della spalla. E' dipinto in rosso-bruno con banda orizzontale alla base del collo e, sulla spalla, con motivi spiraliformi. TEIIIC ",8,3,1,1,2020-08-31,43,39,1
428,333442,5551,,607,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1425,1300,8,25,"tornio","4.4","5.1","0.6",,"frammento di vaso di stile miceneo di cui si conserva una porzione di parete dipinta in rosso con puntini bianchi, probabile raffigurazione di motivo marino. TEIIIA?",8,3,1,1,2020-08-31,43,39,1
429,333445,5564,,607,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",17,19,10,1300,1100,8,25,"tornio","4.5",6,"0.5",,"frammento di vaso di tipo miceneo attribuibile al TE III B-C di cui si conserva la parete. E' dipinta in rosso con banda campita con fascio di segmenti verticali di cui quello più esterno raggiato",8,3,1,1,2020-08-31,43,39,1
430,333441,5550,,595,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati/Felice Gino Lo Porto","1902-1903/1958",18,19,10,1200,1100,8,25,"tornio","6.9","8.5","0.5",,"tazza di tipo miceneo di cui si conservano l'orlo svasato e l'ansa orizzontale con andamento obliquo. E' dipinta in rosso sull'orlo con strette bande orizzontali e, sotto, con motivo spiraliforme. L'ansa e l'interno del recipiente sono dipinti di rosso ",8,3,1,1,2020-09-01,43,39,1
431,333430,5425,,467,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati",1905,15,15,13,1650,1500,8,25,"colombino","16.1",,"7.1",13,"brocca in impasto di facies protoappenninica con orlo a tesa, breve colletto troncoconico, corpo globulare, ansa a a nastro verticale impostata tra orlo e spalla, fondo piatto",10,3,1,1,2020-09-01,43,39,1
432,333469,5791,,607,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,15,13,1650,1500,8,25,"colombino",12,,"0.6",17,"vasetto in impasto di facies protoappenninica. Ha orlo a tesa, carena a spigolo vivo, manico a nastro sopraelevato con doppia perforazione verticale e apici a rotella, fondo con omphalos",6,3,1,1,2020-09-01,43,39,1
433,333439,5519,,918,65,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,15,13,1650,1500,8,25,"colombino",8,,1,"13.1","sostegno a clessidra in impasto di facies protoappenninica con coni comunicanti bassi e ampi e largo foro centrale",6,3,1,1,2020-09-01,43,39,1
434,333435,5449,,453,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,15,13,1650,1500,8,25,"colombino","7.7","7.5","0.5",,"frammento di attingitoio in impasto di facies protoappenninica. Ha orlo diritto con labbro arrotondato, ansa con sopraelevazione a nastro sull'orlo, corpo troncoconico, fondo convesso",6,3,1,1,2020-09-01,43,39,1
435,333431,5442,,453,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,15,13,1650,1500,8,25,"colombino",5,,"0.6","7.3","attingitoio in impasto di facies protoappenninica. Ha orlo diritto con labbro arrotondato, manico a nastro sull'orlo e con foro circolare, corpo conico, fondo convesso",1,3,1,1,2020-09-01,43,39,1
436,333433,5445,,485,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,15,13,1650,1500,8,25,"colombino",3,,"0.7",5,"ciotola miniaturistica con orlo diritto, labbro arrotondato, pareti convesse, fondo convesso, piccole presine a linguetta sull'orlo",3,3,1,1,2020-09-01,43,39,1
437,333470,5793,,485,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,15,13,1650,1500,8,25,"colombino","4.1",,"0.1","8.6","ciotola miniaturistica con orlo diritto, labbro arrotondato, pareti convesse, fondo convesso, anse a maniglia appiattita sull'orlo",10,3,1,1,2020-09-01,43,39,1
438,333715,5482,,595,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,8,25,"colombino","6.5",11,"0.4",,"frammento di tazza in impasto di facies appenninica. Ha orlo svasato, parete rettilinea su cui è motivo a zig zag inciso, carena a spigolo vivo su cui è attacco di ansa",3,3,1,1,2020-09-01,43,39,1
439,333443,5559,,607,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,8,25,"colombino","4.9",,"0.5","4.9","vaso miniaturistico in impasto di facies appenninica. Ha orlo diritto con labbro appiattito su cui si impostano due presine quadrangolari verticali a perforazione longitudinale, bassa carena arrotondata, fondo piatto. E' decorato con doppia fila di zig zag orizzontali paralleli e tra le due, motivi geometrici ",4,3,1,1,2020-09-01,43,39,1
440,333438,5489,,485,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,8,25,"colombino","6.2","8.4","0.6",,"frammento di ciotola in impasto di facies appenninica. Di esso si conservano l'orlo a tesa e la parete decorata a intaglio con probabile motivo a meandro campito a fila di punti lungo i margini e, all'interno, a zig zag ",8,3,1,1,2020-09-01,43,39,1
441,333436,5479,,586,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,8,25,"colombino","6.2","8.4","0.6",,"frammento di ciotola in impasto di facies appenninica. Di esso si conservano l'orlo diritto con labbro arrotondato, la parete rettilinea, l'alta carena, la vasca leggermente convessa decorata a intaglio con bande campite a triangoli alternativamente vuoti e puntinati",8,3,1,1,2020-09-01,43,39,1
