id_temp,id_def,nctn,inv,suf,l3,l4,piano,sala,vetrina,comune,via,geonote,scan,dsca,dscd,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,materia,tecnica,misa,misl,misd,deso,stcc,stcl,adsp,adsm,cmpd,cmpn,fur,cdgg
134,,345681,52708,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con raggiera e sul corpo a fasce.",10,3,1,1,03/08/2020,33,39,1
135,,345684,52711,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con raggiera, punti sfalsati inquadrati da linee verticali sull'ansa, sulla spalla fascia figurata con due cani in corsa rivolti a destra chiusa in basso da filetti e seguita da fascia a punti sfalsati, nuova fascia figurata con tre cani in corsa e cervide chiusa in basso da fascia a vernice tra filetti, raggiera intorno alla parte bassa.",10,3,1,1,03/08/2020,33,39,1
136,,345675,52702,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con filetti, sull'ansa con linea verticale interrotta da tre tratti orizzontali, sulla spalla sei punti ingrossati, sul corpo altrenanza di fasce e filetti.",10,3,1,1,03/08/2020,33,39,1
137,,345682,52709,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con raggiera, sull'ansa con linee verticali, rosette a punti sulla spalla seguite da fascia a punti sfalsati e altra fascia a punti sul corpo, sotto al punto di massima espansione, tra filetti che chiudono raggiera intorno alla base.",4,3,1,1,03/08/2020,33,39,1
138,,345666,52693,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro a filetti, sull'ansa con riquadri, due cani in corsa volti a sinistra sulla spalla seguiti da filetti e fascia a punti sfalsati, altri filetti sul corpo e raggiera intorno alla base.",10,3,1,1,03/08/2020,33,39,1
139,,345679,52706,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con filetti, sul corpo con filetti alternati a fasce, raggiera intorno alla base.",10,3,1,1,03/08/2020,33,39,1
140,,345680,52707,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con raggiera, linea ondulata sull'ansa, onde correnti sulla spalla, fascia a punti sfalsati sotto al punto di massima espansione tra fasce e filetti, raggiera intorno alla base.",10,3,1,1,03/08/2020,33,39,1
141,,345676,52703,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoide di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato sul piano del labbro con punti tra filetti, linee verticali sull'ansa, onde correnti sulla spalla, fasce piene e a punti tra filetti sul corpo, raggiera intorno alla base.",4,3,1,1,03/08/2020,33,39,1
142,,345683,52710,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con cerchi concentrici sul piano del labbro e sul corpo, sulla spalla onde correnti, fasce verso il piede.",10,3,1,1,03/08/2020,33,39,1
143,,345664,52689,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con raggiera sul piano del labbro, linea verticale sull'ansa, sulla spalla due cervi che incedono, filetti sul corpo che inquadrano una fascia figurata con un toro tra due leoni, una sfinge e una rosetta a punti, sotto fascia a sigma e raggiera intorno alla base.",10,3,1,1,03/08/2020,33,39,1
144,,345669,52696,null,44,639,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo globulare rastremato verso il basso, piede a basso anello. Decorato con filetti sul piano del labbro, linea ondulata sull'ansa, sulla spalla e sul corpo due cani in corsa verso destra, i secondi con riempitivi costituiti da onda corrente e losanga mal disegnata seguiti da filetti, fascia di losanghe campite continue intorno alla base. ",10,3,1,1,03/08/2020,33,39,1
145,,345677,52704,null,44,642,2,7,55,108,via Oberdan,via Oberdan angolo via Gorizia,via Oberdan angolo via Gorizia,null,12878,23,23,3,-660,-641,8,25,tornio,,,,"aryballos acromo di produzione locale con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo lenticolare schiacciato e base piana. ",10,3,1,1,03/08/2020,33,39,1
146,,345694,4769,null,44,639,2,7,56,108,null,contrada Corti Vecchie,contrada Corti Vecchie,null,29/8/1887,23,23,8,-650,-626,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica corinzia (Corinzio Transizionale) con bocchello e ansa di restauro, collo cilindrico, corpo allungato e base piana. Decorato sulla spalla con girali e palmette, sul corpo due fasce a decorazione figurata delimitate da filetti. Sulla prima cervo e capro pascenti affrontati alternati a due leoni con rosette a punti come riempitivi, nella seconda tre cani inseguono una lepre con gli stessi riempitivi, intorno alla base raggiera doppia. ",10,3,1,1,04/08/2020,33,39,1
147,,345687,4757,null,44,639,2,7,56,108,null,Montedoro,Montedoro,null,12/5/1891,23,23,8,-650,-626,8,25,tornio,,,,"aryballos del tipo ovoide di corinzia (Corinzio Transizionale) decorato con tre protomi femminili in stile dedalico intorno al collo, ansa impostata dall'orlo alla spalla, corpo globulare rastremato verso il basso. Decorato sull'ansa con treccia, sulla spalla con intreccio di palmette e fiori di loto con disegno interno in rosso, sul corpo con tre fasce figurate tra filetti. Nella prima è raffigurata una corsa equestre con quattro cavalieri nudi con kentron su cavalli dai corpi slanciati con ritocchi in rosso sulle criniere, sotto il primo dei quali è raffigurato un cane. Si dirigono verso destra dove è posto un alto tripode con lebete in rosso e anse ad anello dietro al quale sono due giudici vestiti di chitone rosso e himation. Dietro al secondo giudice è una sfinge volta a sinistra con ritocchi in rosso sulle ali e pennacchio sul capo.Nella seconda fascia sono raffigurati una pantera rivolta a destra, due cervi pascenti, una pantera rivolta a sinistra, uno sparviero e un toro a destra, un grifone rivolto a sinistra. Nell'ultima una corsa di cani. Intorno al piede una raggiera. Attribuito alla maniera del Pittore dell'Olpe Chigi.",10,3,1,1,04/08/2020,33,39,1
148,,345688,4758,null,44,639,2,7,56,108,null,Montedoro,Montedoro,null,12/5/1891,23,23,8,-650,-626,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica corinzia (Corinzio Transizionale) con bocchello e ansa di restauro, collo cilindrico, corpo allungato e base piana. Decorato sul piano del labbro con raggiera tra filetti, sull'ansa treccia doppia, sulla spalla palmette e fiori di loto, sul corpo tre fasce figurate tra filetti. Nella prima scena di caccia con figura maschile barbata vestita di corto chitone che affronta con la lancia un cinghiale, seguiti da una pantera, una sfinge e un cavaliere tra i quali vola un'aquila e un leone retrospiciente a fauci spalancate; rosette a punti come riempitivi. Nella seconda sono raffigurati un cerbiatto, una pantera, due sfingi affrontate, un cinghiale, un'altra pantera e un cigno. Nella terza una lepre attaccata da due cani, un cigno e un altro cane che insegue una lepre.",4,3,1,1,04/08/2020,33,39,1
149,,345689,4759,null,44,639,2,7,56,108,null,Montedoro,Montedoro,null,12/5/1891,23,23,8,-650,-626,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica corinzia (Corinzio Transizionale) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorato sul piano del labbro con raggiera, sull'ansa con tre linee verticali allungate, sulla spalla onde correnti, subito sotto fascia a punti sfalsati e fascia con serie di tremuli e fascia figurata con capro fra due cani affrontati e rosette a punti come riempitivi, chiusa in basso da altra fascia a punti, raggiera intorno alla base.",10,3,1,1,04/08/2020,33,39,1
150,,345690,4764,null,44,657,2,7,56,108,Via di Palma,null,Via di Palma,null,3709,23,23,8,-650,-626,8,25,tornio,,,,"aryballos di tipo piriforme in bucchero di fabbrica greco-orientale con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, base piana. ",10,3,1,1,04/08/2020,33,39,1
151,,345691,4765,null,44,657,2,7,56,108,Via di Palma,null,Via di Palma,null,3709,23,23,8,-650,-626,8,36,tornio,,,,"aryballos di tipo piriforme in bucchero di fabbrica greco-orientale con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, base piana. ",10,3,1,1,04/08/2020,33,39,1
152,,345692,4766,null,44,639,2,7,56,108,Via di Palma,null,Via di Palma,null,3709,23,23,8,-650,-626,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato con raggiera sul labbro, una linea verticale ondulata tra filetti sull'ansa, sulla spalla rosette a punti, filetti e fascia a punti sfalsati, fregio con capridi rivolti a sinistra, altra fascia a punti e raggiera.",10,3,1,1,04/08/2020,33,39,1
153,,345693,4767,null,44,639,2,7,56,108,Via di Palma,null,Via di Palma,null,3709,23,23,8,-650,-626,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato, piede a basso anello. Decorato con raggiera sul labbro, tratti orizzontali sull'ansa, sulla spalla onde correnti, filetti alternati a fasce a punti sfalsati sul corpo, raggiera.",10,3,1,1,04/08/2020,33,39,1
154,,345695,4909,null,44,639,2,7,56,108,null,Contrada Inchiusa,"Contrada Inchiusa, tomba 114",null,1956,24,24,6,-600,-576,8,25,tornio,,,,"balsamario plastico conformato a leprotto di produzione corinzia (Corinzio Medio) accovacciato con occhi resi con cerchio con punto centrale, orecchie incurvate sul dorso e forse dipinte in colore chiaro, corpo puntinato. Sulla sommità un foro di sospensione.",10,3,1,1,04/08/2020,33,39,1
155,,345697,4911,null,44,639,2,7,56,108,null,Contrada Inchiusa,"Contrada Inchiusa, tomba 114",null,1956,24,24,6,-600,-576,8,25,tornio,,,,"aryballos globulare di produzione corinzia (Corinzio Medio) con labbro a disco, collo cilindrico e ansa a nastro. Decorato con linguette sul piano del labbro, motivo a chevrons lungo il perimetro esterno, tratti orizzontali tra filetti sull'ansa, sul corpo fascia figurata tra due a punti sfalsati, sul fondo decorazione policroma, bruna e violetta, a spicchi. Nella fascia figurata al centro motivo a doppio fiore di loto ai lati del quale sono due rosette a petali policrome e due grifoni accovacciati con bocca spalancata e lingua in fuori, il collo e parte del corpo suddipinti, sotto l'ansa pantera rivolta a destra con coda sinuosa ripiegata sul dorso.",10,3,1,1,04/08/2020,33,39,1
156,,345696,4910,null,43,530,2,7,56,108,null,Contrada Inchiusa,"Contrada Inchiusa, tomba 114",null,1956,23,23,2,-610,-600,8,25,tornio,,,,"kylix di tipo ionico A2 Vallet-Villard con alto labbro, anse a sezione circolare impostate sulla spalla, vasca profonda. Labbro risparmiato, fascia a vernice all'attacco con la vasca, fascia a risparmio sulla spalla, vasca interamente verniciata. Priva del piede.",3,3,1,1,04/08/2020,33,39,1
157,,345698,4912,null,44,657,2,7,56,108,null,Contrada Inchiusa,"Contrada Inchiusa, tomba 114",null,1956,23,23,2,-610,-600,8,36,tornio,,,,alabastron in bucchero di produzione greco-orientale con imboccatura a disco e corpo fusiforme. ,10,3,1,1,04/08/2020,33,39,1
158,,345699,4913,null,43,500,2,7,56,108,null,Contrada Inchiusa,"Contrada Inchiusa, tomba 114",null,1956,23,23,2,-610,-600,8,25,tornio,,,,"craterisco a campana miniaturistico di probabile produzione locale. Orlo indistinto svasato, anse verticali applicate sulla spalla, vasca rastremata verso il basso e base piana. Verniciato a immersione con colore sorro mattone sull'orlo e su un'ansa. ",10,3,1,1,04/08/2020,33,39,1
159,,345703,52717,null,44,639,2,7,56,108,via Messapia,null,"via Messapia 30, tomba I",null,14396,23,23,5,-650,-630,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorato sul piano del labbro, sulla spalla e intorno al piede a linguette, puntini intorno al perimetro esterno, squame sul resto del corpo.",10,3,1,1,05/08/2020,33,39,1
160,,345702,52716,null,44,639,2,7,56,108,via Messapia,null,"via Messapia 30, tomba I",null,14396,23,23,8,-650,-626,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia (Protocorinzio Tardo) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorato sul piano del labbro, sulla spalla e intorno al piede a linguette, puntini intorno al perimetro esterno, squame sul resto del corpo. ",10,3,1,1,05/08/2020,33,39,1
161,,345701,51391,null,44,639,2,7,56,108,null,contrada Corti Vecchie,contrada Corti Vecchie,null,32161,23,23,8,-650,-626,8,25,tornio,,,,"alabastron di fabbrica corinzia (Corinzio Transizionale) con labbro a disco e ansa con foro di sospensione impostata dal labbro alla spalla. Decorato a linguette sul piano del labbro, sulla spalla e sul fondo, sul corpo due fasce con decorazione figurata. Nella prima sono presenti una pantera a fauci spalancate di fronte a un capro pascente e tra i quarti posteriori dei due animali un cigno, nella seconda due cani che inseguono una lepre. Come riempitivi rosette a cerchio con punto centrale.",10,3,1,1,05/08/2020,33,39,1
162,,345706,52913,null,43,566,2,7,56,108,null,contrada Tesoro,contrada Tesoro,null,12872,23,23,3,-660,-641,8,25,tornio,,,,"pisside con coperchio di fabbrica cretese con corto collo, orlo indistinto, coperchio a calotta piana con presa troncoconica, corpo globulare espanso verso il basso. Sull'orlo quattro fori a coppie che si ripetono sul coperchio, per fissare l'uno all'altro. Il coperchio è decorato a raggi all'esterno, la presa a fasce, il corpo con scena figurata inquadrata in alto da filetti a vernice bruna e paonazza e in basso da filetti e fascia con elementi di meandro a scala, base d'appoggio verniciata con quattro grandi elementi in forma di petali e cerchio centrale risparmiato. Nella fascia figurata sono rappresentati due animali, un leone accovacciato e una sfinge che incede con particolari del corpo dipinti in rosso, ai lati di un trofeo vegetale, come riempitivi svastiche e uncini.",10,3,1,1,05/08/2020,33,39,1
163,,345704,52911,null,1,19,2,7,56,108,null,contrada Tesoro,contrada Tesoro,null,12872,23,23,3,-660,-641,8,34,forgiatura,,,,spillone forse di produzione argiva con capocchia a disco e elemento sferoidale.,10,3,1,1,05/08/2020,33,39,1
164,,345705,52912,null,1,19,2,7,56,108,null,contrada Tesoro,contrada Tesoro,null,12872,23,23,3,-660,-641,8,71,forgiatura,,,,spillone di probabile produzione locale con capocchia a disco e due elementi sferoidali. La capocchia e l'ago sono parzialmente conservati.,3,3,1,1,05/08/2020,33,39,1
165,,345700,14645,null,44,639,2,7,56,108,via d'Aquino,null,via d'Aquino tomba 2,null,40246,23,23,3,-660,-641,8,25,tornio,,,,"aryballos di tipo ovoidale di fabbrica protocorinzia (Protocorinzio Medio II). Labbro a disco, collo cilindrico, ansa impostata dal collo alla spalla, spalla globulare e corpo rastremato verso il basso. Decorato a cerchi concentrici sul piano del labbro e sul corpo, motivo a onde rivolte in basso e in alto sulla spalla, fasce sulla parte bassa del corpo.",10,3,1,1,05/08/2020,33,39,1
166,,345719,52720,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,6,-700,-676,8,25,tornio,,,,"pisside a pareti concave di produzione corinzia con coperchio (Protocorinzio Medio I). Coperchio a calotta poco profonda con presa a tronco di cono, pisside con prese impostate all'altezza dell'orlo e fondo piano, decorazione non conservata. Sul corpo serie di sigma irregolari in alto e fascia a denti di lupo in basso delimitate da filetti inquadrano la decorazione figurata con cinque cani in cirsa verso destra.",4,3,1,1,05/08/2020,33,39,1
167,,345722,52723,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,9,-625,-601,8,25,tornio,,,,"pisside a pareti concave di produzione corinzia con coperchio (Corinzio Antico). Coperchio a calotta poco profonda con presa a tronco di cono, pisside con prese impostate all'altezza dell'orlo e fondo piano. Coperchio decorato con raggiera e fascia a scacchiera delimitate da filetti, presa con fascia a scacchiera e filetti. Sul corpo all'orlo serie di tremuli seguiti da filetti, uno rosso, fascia a punti sfalsati e altri filetti, intorno alla base rosette a punti su filetti.",4,3,1,1,05/08/2020,33,39,1
168,,345720,52721,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,6,-700,-676,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia  (Protocorinzio Medio I) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorato sul piano del labbro con serie di punti e filetti, sull'ansa linea ondulata tra due file di punti, sul corpo due fasce figurate tra serie di tremuli, fasce a punti e filetti. Sono raffigurati cani in corsa verso destra, nella prima due e nella seconda quattro con tremuli come riempitivi, intorno alla base raggiera delimitata da filetti.",10,3,1,1,05/08/2020,33,39,1
170,,345725,52725,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,6,-700,-676,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia  (Protocorinzio Medio I) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorazione mal conservata di tipo lineare.",2,3,1,1,05/08/2020,33,39,1
171,,345726,52726,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,6,-700,-676,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia  (Protocorinzio Medio I) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorazione mal conservata di tipo lineare.",2,3,1,1,05/08/2020,33,39,1
172,,345727,52727,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,6,-700,-676,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia  (Protocorinzio Medio I) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorazione mal conservata di tipo lineare.",2,3,1,1,05/08/2020,33,39,1
173,,345728,52728,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,6,-700,-676,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia  (Protocorinzio Medio I). Decorato con onde correnti sulla spalla e due fasce a tremuli che inquadrano la decorazione figurata sul corpo con tre cani, uno rampante e due rivolti a sinistra, con rosette a punti e tremuli come riempitivi, raggiera intorno alla base. Privo del bocchello e dell'ansa.",3,3,1,1,05/08/2020,33,39,1
174,,345729,52729,null,44,639,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,6,-700,-676,8,25,tornio,,,,"aryballos di tipo piriforme di fabbrica protocorinzia  (Protocorinzio Medio I) con labbro a disco, collo cilindrico, ansa impostata dal labbro alla spalla, corpo allungato. Decorazione mal conservata di tipo lineare.",2,3,1,1,05/08/2020,33,39,1
175,,345723,52724,null,1,19,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,3,-660,-641,8,71,forgiatura,,,,spillone di probabile produzione locale con capocchia a disco e due elementi sferoidali. Manca parte dell'ago e le superfici sono molto ossidate.,3,3,1,1,05/08/2020,33,39,1
176,,345724,52724,bis,1,19,2,7,57,108,via Messapia,null,via Messapia 42,null,12865,23,23,3,-660,-641,8,71,forgiatura,,,,spillone di probabile produzione locale con capocchia a disco e due o tre elementi sferoidali. Manca parte dell'ago e le superfici sono molto ossidate.,3,3,1,1,05/08/2020,33,39,1
177,,345716,51400,null,44,642,2,7,57,108,Via Cugini,null,Via Cugini,null,1994,23,23,3,-660,-641,8,25,tornio,,,,kalathos di produzione coloniale con pareti svasate e fondo troncoconico. Decorato a fasce all'esterno.,2,3,1,1,05/08/2020,33,39,1
178,,345718,51402,null,44,639,2,7,57,108,Via Cugini,null,Via Cugini,null,1994,23,23,9,-625,-601,8,25,tornio,,,,"aryballos del tipo football di produzione corinzia (Corinzio Antico) con labbro a disco, collo troncoconico, ansa impostata dal labbro alla spalla, corpo globulare. Piano del labbro e corpo decorati a spicchi, in origine si colore alternato bruno e paonazzo, tracce di vernice anche sull'ansa. Vernice paonazza non conservata.",2,3,1,1,05/08/2020,33,39,1
179,,345717,51401,null,44,639,2,7,57,108,Via Cugini,null,Via Cugini,null,1994,23,23,9,-625,-601,8,25,tornio,,,,"kylix di produzione corinzia (Corinzio Antico) con orlo semplice, anse a sezione circolare impostate subito sotto l'orlo, vasca bassa e larga, basso piede ad anello. Interamente verniciata con due strette fasce paonazze, una posta sotto le anse, l'altra sopra la raggiera che decora il fondo della vasca.",2,3,1,1,05/08/2020,33,39,1
180,,345712,20634,null,44,639,2,7,57,108,via Ramellini,null,"Vaccarella, via Ramellini",null,8118,23,23,9,-625,-601,8,25,tornio,,,,"alabastron di fabbrica corinzia (Corinzio Antico) con labbro a disco e ansa con foro di sospensione impostata dal labbro alla spalla. Decorato a linguette sul piano del labbro e sul collo, serie di punti al perimetro esterno. Sul corpo è rappresentato Tifone con volto barbato di profilo, ali falcate e braccia spalancate, corpo anguiforme che occupa buona parte della superficie del vaso, come riempitivi rosette a macchia.",10,3,1,1,05/08/2020,33,39,1
181,,345713,20635,null,44,639,2,7,57,108,via Ramellini,null,"Vaccarella, via Ramellini",null,8118,23,23,9,-625,-601,8,25,tornio,,,,"alabastron di fabbrica corinzia (Corinzio Antico) con labbro a disco e ansa con foro di sospensione impostata dal labbro alla spalla. Decorato a linguette sul piano del labbro e sul collo, serie di punti al perimetro esterno. Sul corpo è rappresentata una sfinge con polos (copricapo), volto di profilo, ali falcate e corpo ornitomorfo e un cigno, come riempitivi rosette a macchia.",3,3,1,1,05/08/2020,33,39,1
182,,345714,20636,null,44,639,2,7,57,108,via Ramellini,null,"Vaccarella, via Ramellini",null,8118,23,23,9,-625,-601,8,25,tornio,,,,"alabastron di fabbrica corinzia (Corinzio Antico) con labbro a disco e ansa con foro di sospensione impostata dal labbro alla spalla. Decorato a linguette sul piano del labbro e sul collo, serie di punti al perimetro esterno. Sul corpo sono rappresentati una pantera e un leone (?) con testa reclinata, affrontati, e al centro una lepre con la testa rivolta all'indietro e una delle zampe sollevata verso la pantera. Le code degli animali sono intrecciate sul retro, sotto l'ansa, come riempitivi rosette a macchia.",2,3,1,1,05/08/2020,33,39,1
183,,345715,20637,null,46,713,2,7,57,108,via Ramellini,null,"Vaccarella, via Ramellini",null,8118,23,23,9,-625,-601,8,34,forgiatura,,,,"oggetto in bronzo, forse una chiave per cofanetto ligneo. Composto da una parte superiore semilunata a sezione circolare, spessa, terminata in alto da un elemento ricurvo, e unita da un ribattino all'elemento verticale.",2,3,1,1,05/08/2020,33,39,1
184,,345707,4859,null,44,639,2,7,57,108,null,Vaccarella,"Vaccarella, tomba 297",null,5793,24,24,6,-600,-576,8,25,tornio,,,,"alabastron di fabbrica corinzia (Corinzio Medio) con labbro a disco, ansa con foro di sospensione impostata dal labbro alla spalla, corpo globulare. Decorato a linguette sul piano del labbro, sul collo e sul fondo, serie di punti al perimetro esterno. Sul corpo sirena sirena ad ali spiegate con volto di pantera, come riempitivi rosette a macchia.",2,3,1,1,05/08/2020,33,39,1
185,,345710,4862,null,44,639,2,7,57,108,null,Vaccarella,"Vaccarella, tomba 297",null,5793,24,24,6,-600,-576,8,25,tornio,,,,"aryballos di produzione corinzia (Corinzio Medio) con labbro piano, collo troncoconico, ansa impostata dal labbro alla spalla e corpo globulare. Decorazione a linguette sul piano del labbro e sulla spalla, sul corpo fregio di cavalieri su uno sfondo denso di riempitivi costituiti da rosette a macchia e punti, fondo decorato a spicchi.",2,3,1,1,05/08/2020,33,39,1
186,,345711,4863,null,44,639,2,7,57,108,null,Vaccarella,"Vaccarella, tomba 297",null,5793,24,24,6,-600,-576,8,25,tornio,,,,"aryballos di produzione corinzia (Corinzio Medio) con labbro piano, collo troncoconico, ansa impostata dal labbro alla spalla e corpo globulare. Decorazione a filetti sul piano del labbro, a punti lungo il perimetro esterno, sull'ansa tratti orizzontali, sulla spalla linguette e filetti che chiudono in alto e in basso larga fascia a punti sfalsati.",2,3,1,1,05/08/2020,33,39,1
187,,345708,4860,null,44,639,2,7,57,108,null,Vaccarella,"Vaccarella, tomba 297",null,5793,24,24,6,-600,-576,8,25,tornio,,,,"aryballos di produzione corinzia (Corinzio Medio) con labbro piano, collo troncoconico, ansa impostata dal labbro alla spalla e corpo globulare. Decorazione a linguette sul piano del labbro e sul fondo, a punti lungo il perimetro esterno, sull'ansa a zig zag, sul corpo sirena ad ali aperte e rosette a macchia e punti come riempitivi.",2,3,1,1,05/08/2020,33,39,1
188,,345709,4861,null,4,28,2,7,57,108,null,Vaccarella,"Vaccarella, tomba 297",null,5793,24,24,9,-600,-576,8,22,"forgiatura,stampo",,,,anello a sezione circolare con resti di un castone in faience verde chiara. ,3,3,1,1,05/08/2020,33,39,1
189,,345730,52794,null,44,639,2,7,57,108,via Mezzacapo,null,via Mezzacapo,null,13004,24,24,6,-600,-576,8,25,tornio,,,,"alabastron di fabbrica corinzia (Corinzio Medio) con labbro a disco e ansa con foro di sospensione impostata dal labbro alla spalla. Decorato a linguette sul piano del labbro, sul collo e sul fondo, serie di punti al perimetro esterno del labbro e ansa verniciata. Sul corpo è raffigurato Boreas con volto di profilo e ali falcate in corsa verso destra, sotto l'ansa un cigno, come riempitivi rosette a macchia.",10,3,1,1,05/08/2020,33,39,1
