id_temp,scheda,cmpd,nctn,inv,suff,titolo,l3,l4,piano,sala,vetrina,comune,via,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,misa,misl,misd,misn,miss,misv,deso,stcc,adsp,adsm,oss
1377,,01/08/2021,346588,39005,,Stuani-346588,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1378,,06/11/2022,346589,39005,,Stuani-346589,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1379,,04/02/2021,346590,39005,,Stuani-346590,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1380,,29/10/2022,346591,39005,,Stuani-346591,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1381,,21/05/2021,346592,39005,,Stuani-346592,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1382,,11/06/2021,346593,39005,,Stuani-346593,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1383,,09/10/2021,346594,39005,,Stuani-346594,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1384,,28/03/2021,346595,39005,,Stuani-346595,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1385,,21/03/2022,346596,39005,,Stuani-346596,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1386,,17/10/2022,346597,39005,,Stuani-346597,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1387,,16/08/2021,346598,39005,,Stuani-346598,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1388,,22/01/2020,346599,39005,,Stuani-346599,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1389,,25/11/2022,346600,39005,,Stuani-346600,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1390,,18/05/2021,346601,39005,,Stuani-346601,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1391,,29/06/2022,346602,39005,,Stuani-346602,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1392,,02/03/2021,346603,39005,,Stuani-346603,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1393,,13/04/2020,346604,39005,,Stuani-346604,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1394,,05/12/2021,346605,39005,,Stuani-346605,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1395,,13/06/2022,346606,39005,,Stuani-346606,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1396,,08/04/2020,346607,39005,,Stuani-346607,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1397,,11/12/2021,346608,39005,,Stuani-346608,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1398,,25/09/2022,346609,39005,,Stuani-346609,48,746,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,16,,,2,,,,"Pedina in vetro circolare, fondo piano e faccia superiore concava. Colore verde azzurro, superficie alterata per deterioramento ed annerimento causato dal contatto diretto col fuoco.",2,1,1,
1399,,17/07/2021,347418,52055,,Stuani-347418,31,232,1,15,36,108,Contrada Tesoro,27,28,15,-225,-176,16,27,,,,,,"Statuetta di figura femminile gravitante sulla gamba destra, la sinistra piegata e avanzata ha il piede con calzare chiuso poggiato sulla punta, braccio destro piegato e proteso in avanti, testa volta verso sinistra, capelli con acconciatura “a melone” raccolti in un'alta crocchia sulla nuca, fermati sulla fronte da uno stephane. Vestita con un lungo chitone panneggiato con apoptygma e corta manica sulla spalla destra, spalla e seno sinistro scoperti; lungo il fianco sinistro ricade un drappo panneggiato, pertinente forse ad un himation. Corpo ottenuto da due matrici, testa, braccio destro e piede sinistro applicati, superficie ritoccata a stecca. Sul retro sfiatatoio ellittico. Ingubbiatura bianca con colori evanidi, rosa (bordi dell’apoptygma e calzari), giallo (stephane) e arancio (capelli). Mancante della mano destra, del braccio e della spalla sinistra. Lacunosa nella veste, in parte integrata. ",3,1,1,scavo del 1952 
1400,,11/08/2021,346373,27584,,Stuani-346373,49,764,1,20,68,108,Piazza D'Armi,30,30,5,-51,-100,16,,2,,24.5,,,"Strigile in bronzo, ligula stretta curvata ad angolo retto, spesso capulus a sezione rettangolare con foro passante di forma subrettangolare all’estremità. Nella parte interna del capulus, in prossimità dell’attacco della ligula, si conserva il bollo in cartiglio rettangolare a estremità ripiegate TRIVMHP, con nesso tra H e P.",2,1,1,scavo del 1901 Tomba LV
1401,,17/04/2020,346845,42209,,Stuani-346845,43,533,1,19,60,108,Via D. Peluso,28,29,17,-110,-10,11,,,,,,,"Lagynos tipo Hempel 114/29, ampio orlo estroflesso a sezione sub triangolare, basso collo troncoconico, corpo globulare schiacciato, ansa verticale a nastro impostata sul collo e sulla spalla, fondo con piede ad anello. Corpo lacunoso con integrazioni. Ricomposta.  ",3,1,1,scavo del 1985 
1402,,17/03/2020,346853,42217,,Stuani-346853,43,533,1,19,61,108,Via D. Peluso,28,29,17,-110,-10,11,,,,,,,"Lagynos tipo Hempel 114/29, ampio orlo estroflesso a sezione sub triangolare, basso collo troncoconico, corpo globulare schiacciato, ansa verticale a nastro impostata sul collo e sulla spalla, fondo con piede ad anello. Corpo lacunoso con integrazioni. Ricomposta.  ",3,1,1,scavo del 1985 
1403,,08/01/2020,347593,64120,,Stuani-347593,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Chiodo in ferro con testa circolare piatta, fusto a sezione quadrangolare. Mancante della punta. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1404,,18/09/2020,347594,64120,,Stuani-347594,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Chiodo in ferro con testa circolare piatta, fusto a sezione quadrangolare. Mancante della punta. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1405,,04/03/2021,347595,64120,,Stuani-347595,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Chiodo in ferro con testa circolare piatta, fusto a sezione quadrangolare. Mancante della punta. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1406,,14/09/2022,347596,64120,,Stuani-347596,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Chiodo in ferro con testa circolare piatta, fusto a sezione quadrangolare. Mancante della punta. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1407,,13/05/2022,347597,64120,,Stuani-347597,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Chiodo in ferro con testa circolare piatta, fusto a sezione quadrangolare. Mancante della punta. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1408,,11/05/2020,347598,64120,,Stuani-347598,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Chiodo in ferro con testa circolare piatta, fusto a sezione quadrangolare. Mancante della punta. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1409,,17/02/2021,347599,64120,,Stuani-347599,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Chiodo in ferro con testa circolare piatta, fusto a sezione quadrangolare. Mancante della punta. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1410,,05/03/2022,347600,64120,,Stuani-347600,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Testa circolare piatta di chiodo in ferro, con attacco del fusto. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1411,,02/07/2021,347601,64120,,Stuani-347601,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,"Testa circolare piatta di chiodo in ferro, con attacco del fusto. Superficie fortemente corrosa.",8,1,1,scavo del 1937 
1412,,30/01/2020,347602,64120,,Stuani-347602,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,Frammenti di fusto di chiodo in ferro con verga a sezione quadrangolare. Superficie fortemente corrosa.,8,1,1,scavo del 1937 
1413,,28/02/2021,347603,64120,,Stuani-347603,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,Frammenti di fusto di chiodo in ferro con verga a sezione quadrangolare. Superficie fortemente corrosa.,8,1,1,scavo del 1937 
1414,,22/09/2022,347604,64120,,Stuani-347604,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,Frammenti di fusto di chiodo in ferro con verga a sezione quadrangolare. Superficie fortemente corrosa.,8,1,1,scavo del 1937 
1415,,10/09/2022,347605,64120,,Stuani-347605,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,Frammenti di fusto di chiodo in ferro con verga a sezione quadrangolare. Superficie fortemente corrosa.,8,1,1,scavo del 1937 
1416,,07/08/2021,347606,64120,,Stuani-347606,46,714,1,15,50,108,Via Principe Amedeo - angolo via Otranto,28,28,6,-200,-176,16,,,,,,,Frammenti di fusto di chiodo in ferro con verga a sezione quadrangolare. Superficie fortemente corrosa.,8,1,1,scavo del 1937 
1417,,02/03/2022,346854,42218,,Stuani-346854,43,533,1,19,61,108,Via D. Peluso,28,29,17,-110,-10,11,,,,,,,"Lagynos tipo Hempel 114/29, alto orlo a fascia, basso collo troncoconico, corpo globulare schiacciato, fondo a disco. Mancante dell’ansa. Orlo e corpo lacunosi, con integrazioni. Ricomposta.  ",3,1,1,scavo del 1985 
1418,,21/07/2021,345987,12047,,Stuani-345987,59,857,1,18, 59A,108,Contrada S. Lucia,29,30,16,-25,-50,16,23.5,12.5,,,,,"Flabellum in osso, con asta a sezione circolare ingrossata nella parte centrale e rastremata verso le estremità, delle quali quelle inferiore modanata termina con un elemento sferico, mentre quella superiore con una placca cuoriforme a lati inflessi con tre piccoli fori circolati passanti, nella quale è inserito il flabellum discoidale, realizzato con sottili listelli in osso. Lacunoso. Superficie consunta.",3,1,1,scavo del 1886 
1419,,18/12/2021,345932,6218,,Stuani-345932,6,62,1,19,cippi funerari,108,Contrada Corvisea,27,28,,-300,-101,11,83,,,,,,"Cinerario raffigurante una giovane stante, gamba sinistra leggermente avanzata, destra piegata e arretrata, braccia distese lungo il corpo con avambracci piegati e leggermente protesi in avanti, testa leggermente voltata verso sinistra con capelli spartiti in piccole ciocche ondulate. Vestita con un lungo chitone panneggiato con alta cintura, ricadente fino ai piedi. Corpo in pietra tenera cavo interno per contenere le ceneri, testa/coperchio in marmo applicata. Mancante delle mani, foro passante sul ventre. ",3,1,1,scavo del 1919 
1420,,24/08/2022,346086,12525,,Stuani-346086,6,62,1,19,cippi funerari,108,,30,31,14,51,200,11,,,,,,,"Olla in vetro tipo Isings 63 utilizzata come cinerario, con orlo ingrossato e arrotondato, ampio collo troncoconico, corpo ovoidale, due anse verticali a forma di M impostate sulla spalla, fondo concavo. Colore verde azzurro traslucido, superficie alterata per deterioramento. Ricomposta, lacunosa in più punti. L’olla è chiusa superiormente da un coperchio discoidale tipo Isings 66a, con orlo piatto, pareti troncoconiche e presa a pomello. Colore verde azzurro traslucido, superficie alterata per deterioramento.",3,1,1,
1421,,16/07/2020,346526,34776,,Stuani-346526,6,62,1,19,cippi funerari,108,Via Leonida -Caserma Fadini,30,30,5,-51,-100,11,,,,,,,"Parte inferiore di anfora, segata all'altezza della spalla. Mancante della parte superiore, lacunosa nel puntale. Al momento del rinvenimento conteneva l’urna cineraria in vetro Inv. 34777.",8,1,1,scavo del 2001 
1422,,19/02/2022,346527,34777,,Stuani-346527,6,62,1,19,cippi funerari,108,Via Leonida -Caserma Fadini,30,30,5,-51,-100,11,,,,,,,"Olla in vetro tipo Isings 63 utilizzata come cinerario, con orlo ingrossato e arrotondato, ampio collo troncoconico, corpo ovoidale, due anse verticali a forma di M impostate sulla spalla, fondo concavo. Colore verde azzurro traslucido, superficie alterata per deterioramento. L’olla è chiusa superiormente da un coperchio discoidale tipo Isings 66a, con orlo piatto, pareti troncoconiche e presa a pomello. Colore verde azzurro traslucido, superficie alterata per deterioramento. L'olla è stata rinvenuta all'interno dell'anfora segata Inv. 34776.",2,1,1,scavo del 2001 
1423,,17/09/2022,346531,37394,,Stuani-346531,6,62,1,19,cippi funerari,108,,29,29,,-100,-1,11,,,,,,,"Urna a cista in pietra tenera di forma cilindrica, chiusa superiormente da un coperchio in pietra emisferico. Le pareti esterne della cista sono decorate con quattro cordoni orizzontali.",2,1,1,
1424,,13/08/2020,346855,42219,,Stuani-346855,43,533,1,19,61,108,Via D. Peluso,28,29,17,-110,-10,11,,,,,,,"Lagynos tipo Hempel 114/20, orlo estroflesso arrotondato, basso collo cilindrico, corpo biconico, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piede ad anello. Decorata con fasce orizzontale di colore rosso sulla carena. Corpo lacunoso con integrazioni. Ricomposta.  
",3,1,1,scavo del 1985 
1425,,10/02/2020,346856,42220,,Stuani-346856,43,533,1,19,61,108,Via D. Peluso,28,29,17,-110,-10,11,,,,,,,"Lagynos tipo Hempel 114/21, orlo estroflesso arrotondato, collo troncoconico, corpo biconico, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piccolo piede ad anello. Decorata con fasce orizzontale di colore rosso sulla carena. Corpo e fondo lacunosi con integrazioni. Ricomposta.  
",3,1,1,scavo del 1985 
1426,,12/01/2020,347678,200067,,Stuani-347678,43,533,1,19,62,108,Via Regina Elena,29,29,9,-25,-1,11,12,,,,4.2,4.5,"Lagynos tipo Hempel 114/29, ampio orlo estroflesso a sezione sub triangolare, basso collo troncoconico, corpo globulare schiacciato, ansa verticale a nastro impostata sul collo e sulla spalla, fondo con piede ad anello. Piede e orlo scheggiati.",2,1,1,scavo del 1914 
1427,,11/10/2022,346532,37395,,Stuani-346532,6,62,1,19,cippi funerari,108,,29,29,,-100,-1,11,,,,,,,"Urna situliforme in pietra tenera, con orlo superiormente appiattito sottolineato esternamente da un solco, parti curvilinee rastremate verso il basso, prese laterali e fondo a disco. Chiusa superiormente da un coperchio in pietra di forma troncoconica. Il coperchio e le prese presentano due incavi per l’inserimento di grappe di chiusura, ora mancanti. ",2,1,1,
1428,,28/07/2020,346534,37397,,Stuani-346534,6,62,1,19,cippi funerari,108,Ospedale Civile,29,29,,-100,-1,11,,,,,,,"Urna a cassetta in pietra tenera di forma quadrangolare, chiusa superiormente da un coperchio con base quadrangolare e apice troncopiramidale. Nel punto di giunzione tra l’urna e il coperchio si conservano parzialmente due incavi per l’inserimento delle grappe di chiusura, ora mancanti. I lati obliqui del coperchio sono decorati da quattro bassorilievi entro cornici, raffiguranti una patera mesonfalica a lato di un’oinochoe, un elemento fitomorfo e due festoni. Nella parte superiore si conservano labili tracce di policromia, le cornici dei bassorilievi sono dipinte in giallo, i nastri dei festoni e un piccolo quadrato al centrale del coperchio in rosa. Lacunosa.",3,1,1,scavo del 1956 
1429,,06/04/2020,346533,37396,,Stuani-346533,6,62,1,19,cippi funerari,108,,29,29,,-100,-1,11,,,,,,,"Urna a cassetta in pietra tenera di forma rettangolare, con il lato frontale decorato da un riquadro a bassorilievo entro cornice, raffigurante un festone sormontato centralmente da una rosa a sei petali con bottone centrale. Sulla parte inferiore del lato desto è presente un foro circolare passante. Mancante del coperchio.",2,1,1,
1430,,28/10/2020,346536,37399,,Stuani-346536,6,62,1,19,cippi funerari,108,,29,30,22,-100,-100,11,,,,,,,"Urna a cassetta in carparo di forma rettangolare, i lati interni sono rivestiti con lastre di ardesia. Mancante del coperchio.",2,1,1,
1431,,27/06/2021,346996,51126,,Stuani-346996,30,220,1,18, 55B,108,Contrada Corvisea,28,28,8,-150,-126,11,4.4,,,,,,"Maschera di vecchio satiro barbuto, bocca aperta, baffi spioventi, naso camuso, fronte con sopracciglia aggrottate, capigliatura a lunghe ciocche scomposte con anastolé. Viso ottenuto da matrice. Ingubbiatura bianca con colore arancio evanide. ",2,1,1,scavo del 1934 Tomba 185
1432,,12/12/2022,347405,51861,,Stuani-347405,6,62,1,19,cippi funerari,108,Via Leonida -Caserma Fadini,29,29,,-100,-1,11,,,,,,,"Olla biansata tipo Hempel 800/2 utilizzata come cinerario, con orlo estroflesso a sezione triangolare con profilo esterno concavo, basso collo cilindrico, corpo ovoidale rastremato verso il basso, anse verticali a bastoncino impostate sulla spalla, fondo piano. L'olla è chiusa da un basso coperchio conico con presa a pomello.",2,1,1,scavo del 2001 
1433,,11/05/2021,347680,200069,,Stuani-347680,43,533,1,19,62,108,Via Regina Elena,29,29,9,-25,-1,11,8.5,,,,,5.8,"Lagynos tipo Hempel 114/5, spalla a spigolo vivo, corpo biconico schiacciato, fondo con piede ad anello. Mancante del collo, dell'orlo e dell’all’ansa. Ingubbiatura rossastra evanide scrostata.",3,1,1,scavo del 1914 
1434,,09/04/2020,345927,6157,,Stuani-345927,6,62,1,19,cippi funerari,108,,29,29,,-100,-1,11,29,27,,,,,"Testa femminile a tutto tondo in pietra tenera su base discoidale, con viso ovale, piccola bocca carnosa, naso squadrato, capelli ricci spartiti sulla fronte e raccolti sulla nuca. Interpretata come probabile cippo o coperchio di urna cineraria. ",2,1,1,
1435,,16/05/2022,346276,22744,,Stuani-346276,43,533,1,19,63,108,Via D. Alighieri,29,30,16,-10,-50,11,13.8,,,,,,"Lagynos tipo Hempel 114/29, ampio orlo estroflesso a sezione sub triangolare, basso collo troncoconico, corpo globulare schiacciato, ansa verticale a nastro impostata sul collo e sulla spalla, fondo con piede ad anello. Vernice rossa quasi completamente scrostata.",2,1,1,scavo del 1932 
1436,,14/05/2021,346277,22745,,Stuani-346277,43,533,1,19,63,108,Via D. Alighieri,29,30,16,-10,-50,11,14.4,,,,,,"Lagynos tipo Hempel 114/29, ampio orlo estroflesso a sezione sub triangolare, basso collo troncoconico, corpo globulare schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piede ad anello. Vernice rossa quasi completamente scrostata.",2,1,1,scavo del 1932 
1437,,09/08/2022,346280,22748,,Stuani-346280,43,533,1,19,63,108,Via D. Alighieri,29,30,16,-10,-50,11,14,,,,,,"Lagynos tipo Hempel 114/28, orlo estroflesso arrotondato, alto collo cilindrico, corpo globulare, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo piatto. Vernice arancione evanide, quasi completamente scrostata. ",2,1,1,scavo del 1932 
1438,,22/10/2020,347438,52625,,Stuani-347438,43,533,1,19,63,108,Contrada Carceri Vecchie - via G. Oberdan,30,30,4,-1,-50,11,14,,,,,5.9,"Lagynos tipo Hempel 114/27, orlo ingrossato, collo cilindrico, corpo piriforme schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piccolo piede ad anello. Scheggiata.",2,1,1,scavo del 1938 
1439,,05/10/2021,347439,52626,,Stuani-347439,43,533,1,19,63,108,Contrada Carceri Vecchie - via G. Oberdan,30,30,4,-1,-50,11,14,,,,,5.3,"Lagynos tipo Hempel 114/27, orlo ingrossato, collo cilindrico, corpo piriforme schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piccolo piede ad anello. Ricomposta.",4,1,1,scavo del 1938 
1440,,24/10/2022,347492,54882,,Stuani-347492,43,533,1,19,63,108,Contrada Carceri Vecchie - via G. Oberdan,30,30,5,-51,-100,11,10.2,,,,,,"Lagynos tipo Hempel 114/22, orlo estroflesso superiormente appiattito, basso collo troncoconico, corpo biconico schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo a disco. Vernice rossa quasi completamente scrostata. Scheggiata.",2,1,1,scavo del 1938 
1441,,21/03/2020,347502,54892,,Stuani-347502,43,533,1,19,63,108,Contrada Carceri Vecchie - via G. Oberdan,30,30,5,-51,-100,11,11.3,,,,,,"Lagynos tipo Hempel 114/29, orlo estroflesso arrotondato, basso collo troncoconico, corpo globulare schiacciato, ansa verticale a nastro impostata sul collo e sulla spalla, fondo con piede ad anello. Vernice rossa quasi completamente scrostata.",2,1,1,scavo del 1938 
1442,,21/12/2020,346499,29589,,Stuani-346499,50,771,1,9,31,108,Via Leonida,28,29,15,-150,-51,11,,,,,,,"Lucerna del tipo biconico dell’Esquilino, disco concavo con foro di alimentazione centrale, becco svasato ""a incudine"", serbatoio biconico, fondo convesso. Vernice nerastra diluita e scrostata, produzione a pasta grigia. Mancante dell'ansa, lacunosa nel becco.",3,1,1,scavo del 1982 
1443,,28/03/2022,346500,29590,,Stuani-346500,50,771,1,9,31,108,Via Leonida,28,29,15,-150,-51,11,,,,,,,"Lucerna del tipo biconico dell’Esquilino, disco concavo con foro di alimentazione centrale, serbatoio biconico, ansa ad anello, fondo convesso. Vernice nerastra diluita e scrostata, produzione a pasta grigia. Mancante del becco.",3,1,1,scavo del 1982 
1444,,20/03/2020,346807,40973,,Stuani-346807,43,533,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,13.8,,,,3.3,6.8,"Lagynos tipo Hempel 114/21, orlo verticale sottolineato da un collarino, basso collo troncoconico, corpo biconico, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piccolo piede ad anello. Scheggiata. ",2,1,1,scavo del 1931 Tomba 7
1445,,23/03/2022,346808,40974,,Stuani-346808,43,533,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,12.3,,,,3.4,7,"Lagynos tipo Hempel 114/29b, orlo verticale sottolineato da un collarino, basso collo troncoconico, corpo globulare schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo a disco leggermente concavo. Lacunosa nel fondo.",3,1,1,scavo del 1931 Tomba 7
1446,,01/06/2020,346809,40975,,Stuani-346809,43,533,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,15.8,,,,3,5.8,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico, corpo piriforme schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piccolo piede ad anello. Scheggiata.",2,1,1,scavo del 1931 Tomba 7
1447,,24/10/2021,346810,40976,,Stuani-346810,43,533,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,11,15.3,,,,2.3,6.4,"Lagynos tipo Hempel 114/28, orlo estroflesso arrotondato, basso collo cilindrico, corpo globulare, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piccolo piede ad anello. Scheggiata.",2,1,1,scavo del 1931 Tomba 7
1448,,01/07/2022,346621,39006,,Stuani-346621,43,533,1,20,67,108,Via D. Alighieri,30,30,3,-41,-60,11,11,,,,2.6,4.9,"Lagynos con orlo internamente obliquo, collo troncoconico con solcatura alla base, corpo piriforme, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo a disco. Ingubbiatura rossa quasi completamente evanide. Scheggiata.",2,1,1,scavo del 1927 
1449,,30/04/2020,346538,39002,,Stuani-346538,43,533,1,20,68,108,Contrada Corti Vecchie,30,30,4,-1,-50,11,11.7,,,,3.3,5.3,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, basso collo cilindrico con doppia solcatura alla base, corpo piriforme schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piccolo piede ad anello. Ingubbiatura rossa quasi completamente evanide. Lacunosa in più punti. Ricomposta.",3,1,1,
1450,,07/07/2021,347407,51863,,Stuani-347407,43,533,1,19,cippi funerari,108,Via Leonida -Caserma Fadini,29,29,,-100,-1,11,,,,,,,"Lagynos tipo Hempel 114/27, orlo estroflesso arrotondato, collo cilindrico, corpo globulare schiacciato, ansa verticale a nastro piegata a gomito impostata sul collo e sulla spalla, fondo con piede a disco.",2,1,1,scavo del 2001 
