id,scheda,cmpd,nctn,inventario,suffisso,titolo,l3,l4,piano,sala,contenitore,comune,via,geonote,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,materia,tecnica,misa,misl,mislu,misp,misd,deso,stcc,oss
165,,22/09/16,349857,60001,,Speira-349857,1,13,1,7,4,108,Via G. Oberdan,Via G. Oberdan/Propr. Strina,26,26,4,-400,-351,13,100,Tecnica non presente in lista,2.9,,4.7,,,"fibula in argento e madreperla. Arco a losanga pieno, staffa lunga rettangolare desinente con cilindretto in madreperla. Sulla staffa, incisioni a spina di pesce. Lacunosa dell'ardiglione; molto ossidata",3,scavo del 1934 
166,,22/02/08,349858,60002,,Speira-349858,1,13,1,7,4,108,Via G. Oberdan,Via G. Oberdan/Propr. Strina,26,26,4,-400,-351,13,100,Tecnica non presente in lista,2.7,,4.8,,,"fibula in argento e madreperla. Arco a losanga pieno, staffa lunga rettangolare desinente con cilindretto in madreperla. Sulla staffa, incisioni a spina di pesce. Lacunosa dell'ardiglione; molto ossidata; cilindretto in parte lacunoso",3,scavo del 1934 
168,,22/09/17,349860,60004,,Speira-349860,1,13,1,7,4,108,Via G. Oberdan,Via G. Oberdan/Propr. Strina,26,26,4,-400,-351,13,100,Tecnica non presente in lista,2.8,,4.8,,,"fibula in argento e madreperla. Arco a losanga pieno, staffa lunga rettangolare desinente con cilindretto in madreperla. Sulla staffa, incisioni a spina di pesce. Lacunosa dell'ardiglione; molto ossidata; cilindretto molto lacunoso",3,scavo del 1934 
167,,22/04/26,349859,60003,,Speira-349859,1,13,1,7,4,108,Via G. Oberdan,Via G. Oberdan/Propr. Strina,26,26,4,-400,-351,13,100,Tecnica non presente in lista,2.9,,5,,,"fibula in argento e madreperla. Arco a losanga pieno, staffa lunga rettangolare desinente con cilindretto in madreperla. Sulla staffa, incisioni a spina di pesce. Lacunosa dell'ardiglione; molto ossidata",3,scavo del 1934 
33,,22/01/19,345436,144173,,Speira-345436,1,13,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,22,Tecnica non presente in lista,,,6.3,,,"fibula in argento. Lamina ad arco semplice, con staffa e canaletto. Priva di molla e ardiglione. Superficie ossidata",3,scavo del 1975 Tomba 9
31,,22/01/18,345434,144170,,Speira-345434,37,353,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,71,Tecnica non presente in lista,,2.2,18.7,,,"Coltello in ferro. Lama foliata a doppio taglio. Si conserva parte dell'immanicatura di forma rettangolare, con tre piccoli perni su una delle due superfici. Lacunoso; superficie ossidata.",3,scavo del 1975 Tomba 9
32,,22/05/29,345435,144172,,Speira-345435,37,358,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,71,Tecnica non presente in lista,,5,50,,,"spada in ferro con lama foliata a doppio taglio; presa a profilo arcuato con piccoli perni sulla superficie, guardamano desinente a crociera. Sulla lama, residui lignei del fodero e del probabile rivestimento in cuoio della guaina. Lacunoso; superficie ossidata.",3,scavo del 1975 Tomba 9
234,,22/06/16,349927,4558,,Speira-349927,43,443,1,7,7,108,,Arsenale Militare,26,26,8,-350,-326,13,6,Tecnica non presente in lista,15.9,,16.5,,,"alabastron in alabastro. Corpo allungato, fondo piatto; due prese ad alette su base trapezoidale. Privo del collo",3,scavo del 1909 Tomba 442
208,,22/02/06,349901,214721,B,Speira-349901,4,42,1,7,6,108,,Masseria Zuccaretti,26,26,3,-361,-340,13,22,Tecnica non presente in lista,2.5,1.6,,,,"orecchino a navicella in argento. Navicella ad arco ingrossato, con ardiglione filiforme con estremità libera assottigliata; al centro e alle estremità è decorata da un filo dogronato verticale tra due lisci da cui pendono tre globetti di grandezza decrescente. Ardiglione mutilo; superficie ossidata. Da associare al precedente",3,scavo del 2001 Tomba n. 8
205,,22/06/15,349898,214720,A,Speira-349898,4,42,1,7,6,108,,Masseria Zuccaretti,26,26,3,-361,-340,13,22,Tecnica non presente in lista,1.9,1.9,,,,"orecchino a navicella in argento. Navicella ad arco ingrossato, con ardiglione filiforme con estremità libera assottigliata; al centro e alle estremità è decorata da un filo dogronato verticale tra due lisci. Ardiglione conservato solo ad un'estremità; superficie ossidata. Da associare al successivo",3,scavo del 2001 Tomba n. 8
206,,22/05/26,349899,214720,B,Speira-349899,4,42,1,7,6,108,,Masseria Zuccaretti,26,26,3,-361,-340,13,22,Tecnica non presente in lista,1.9,1.9,,,,"orecchino a navicella in argento. Navicella ad arco ingrossato, con ardiglione filiforme con estremità libera assottigliata; al centro e alle estremità è decorata da un filo dogronato verticale tra due lisci. Privo di ardiglione; superficie ossidata. Da associare al precedente",3,scavo del 2001 Tomba n. 8
523,,22/09/13,350244,61491,,Speira-350244,37,344,1,9,30,108,,Contrada Lupoli,26,27,15,-310,-290,13,71,Tecnica non presente in lista,35.4,2,,,,punta di lancia in ferro a sezione fogliacea molto assottigliata. È fornita di codolo tondeggiante e presenta una lieve costolatura mediana. Superficie ossidata e corrosa. Codolo frammentario,3,scavo del 1907 Tomba 43
516,,22/09/27,350237,61488,,Speira-350237,39,395,1,9,30,108,,Contrada Lupoli,26,27,15,-310,-290,13,71,Tecnica non presente in lista,42.8,19.6,,,,"Elmo attico-calcidese in bronzo. Sulla sommità si dipartono tre assicelle di bronzo alle quali era originariamente ancorato il cimino. All'altezza di queste vi è una larga fessura. Unguanciale è completamente staccato, l'altro lacunoso; fortemente ossidato e corroso.",3,scavo del 1907 Tomba 43
192,,22/05/10,349885,19237,,Speira-349885,1,13,1,7,4,108,,Contrada Tesoro/casa A. Fieramosca,26,26,9,-325,-301,13,71,Tecnica non presente in lista,3.8,,,,,"Fibula ad arco configurata a forma di delfino in osso. Sagoma arcuata, coda a due punte, pinna dorsale distinta, foro passante in corrispondenza degli occhi. Staffa allungata con terminazione in osso a forma di melograno. Molla e ardiglione in ferro. Ardiglione spezzato; melograno sulla staffa scheggiato.",3,scavo del 1914 
193,,22/09/26,349886,19238,,Speira-349886,1,13,1,7,4,108,,Contrada Tesoro/casa A. Fieramosca,26,26,9,-325,-301,13,71,Tecnica non presente in lista,4.2,,,,,"Fibula ad arco configurata a forma di delfino in osso. Sagoma arcuata, coda a due punte, pinna dorsale distinta, foro passante in corrispondenza degli occhi. Staffa allungata con terminazione in osso a forma di melograno. Molla e ardiglione in ferro. Ardiglione spezzato",3,scavo del 1914 
442,,22/05/05,350163,1749,,Speira-350163,44,615,1,9,28,108,Strada di Santa Lucia,,26,26,2,-310,-301,23,25,Tecnica non presente in lista,9.5,,,,,"terracotta policroma rappresentante un personaggio femminile della commedia, seduta su un plinto, vestita di tunica e copricapo; identificabile con la vecchia concubina dai seni cascanti. Lacunoso di tutte le estremità; privo della base",3,scavo del 1884 
429,,22/08/05,350149,59270,,Speira-350149,44,615,1,9,27,108,Via C. Battisti,Via C. Battisti/ Palazzina J,27,27,1,-300,-290,13,25,Tecnica non presente in lista,,,,,,terracotta femminile rappresentante una figura femminile stante con tympanon (tamburello). Privo della testa,3,scavo del 1953 Tomba 7
45,,22/01/25,349014,54816,,Speira-349014,48,746,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,272,Tecnica non presente in lista,,,,,1.6,"pedina in pasta vitrea. Superficie superiore convessa, inferiore piatta. Incompleta",3,scavo del 1939 Tomba 1
46,,22/09/10,349015,54817,,Speira-349015,48,746,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,272,Tecnica non presente in lista,,,,,1.7,"pedina in pasta vitrea. Superficie superiore convessa, inferiore piatta. Incompleta",3,scavo del 1939 Tomba 1
47,,22/01/23,349016,54818,,Speira-349016,48,746,1,9,22,108,via Nettuno,,26,27,15,-310,-290,13,272,Tecnica non presente in lista,,,,,1.7,"pedina in pasta vitrea. Superficie superiore convessa, inferiore piatta. Incompleta",3,scavo del 1939 Tomba 1
154,,22/08/25,349846,54758,,Speira-349846,43,457,1,8,21,216,,,27,27,,-225,-201,13,22,Tecnica non presente in lista,7,,,,5,"Frammento di balsamario in argento e lamina aurea pertinente alla metà inferiore del corpo affusolato; Desinente con puntale ad imitazione di un'anfora da trasporto. Decorato, nel punto di massima espansione del corpo, da un motivo dorato racchiuso tra due linee incise orizzontali; sul fondo da un calice di foglie.",3,scavo del 1952 
99,,22/01/08,349790,22420,,Speira-349790,49,762,1,8,21,64,,,27,28,15,-210,-190,13,22,Tecnica non presente in lista,,,6.4,,,"Cucchiao da trucco in argento. Di forma circolare molto convesso, asta a verga cilindrica con sette incisioni orizzontali. Privo della punta",3,scavo del 1928  Tomba degli Ori
248,,22/04/08,349941,214728,,Speira-349941,4,42,1,7,7,108,Via U. De Carolis,,26,26,5,-350,-301,13,22,Tecnica non presente in lista,1,1.1,,,,"Orecchino a navicella in argento. Navicella con ardiglione filiforme ed estremità decorata da un collarino aggettante; nella parte mediana, filo godronato da cui pendono tre globetti di grandezza decrescente. Da associare al successivo.",3,scavo del 1994 Tomba n. 12
249,,22/03/07,349942,214728,,Speira-349942,4,42,1,7,7,108,Via U. De Carolis,,26,26,5,-350,-301,13,22,Tecnica non presente in lista,1,1.1,,,,"Orecchino a navicella in argento. Navicella con ardiglione filiforme ed estremità decorata da un collarino aggettante; nella parte mediana, filo godronato da cui pendono tre globetti di grandezza decrescente. Da associare al precedente.",3,scavo del 1994 Tomba n. 12
77,,22/08/01,349046,123774,,Speira-349046,4,28,1,9,22,108,Via Dante Alighieri,,26,26,,-330,-320,13,34,Tecnica non presente in lista,1.5,2,,,,"anello digitale in bronzo dorato, con verga in lamina sottile e placchetta ovoidale con figura femminile con gambe divaricate impressa. Superficie ossidata; verga in parte lacunosa",3,scavo del 1965 Tomba 5
79,,22/02/28,349048,116955,,Speira-349048,4,42,1,9,22,108,via Emilia,,26,26,8,-350,-326,13,184,Tecnica non presente in lista,2.4,2.2,,,,"orecchino a navicella in argento. Navicella ad arco ingrossato con al centro un filo dogronato scarsamente leggiibile; sulla parte dell'arco, alle estremità è ornata da globetti. Privo di ardiglione; superficie molto ossidata.",3,scavo del 1960 Tomba n. 25
180,,22/03/05,349873,64168,E,Speira-349873,1,13,1,7,4,108,"Via F, Di Palma 77",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,2.9,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
183,,22/10/25,349876,64168,H,Speira-349876,1,13,1,7,4,108,"Via F, Di Palma 80",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,2.9,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
179,,22/02/08,349872,64168,D,Speira-349872,1,13,1,7,4,108,"Via F, Di Palma 76",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,3.1,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
182,,22/04/29,349875,64168,G,Speira-349875,1,13,1,7,4,108,"Via F, Di Palma 79",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,3.1,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
181,,22/09/01,349874,64168,F,Speira-349874,1,13,1,7,4,108,"Via F, Di Palma 78",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,3.2,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
177,,22/05/02,349870,64168,B,Speira-349870,1,13,1,7,4,108,"Via F, Di Palma 74",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,3.3,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
178,,22/03/15,349871,64168,C,Speira-349871,1,13,1,7,4,108,"Via F, Di Palma 75",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,3.3,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
176,,22/09/25,349869,64168,A,Speira-349869,1,13,1,7,4,108,"Via F, Di Palma 73",,26,26,3,-361,-340,13,71,Tecnica non presente in lista,,4.3,,,,"Fibula ad arco configurata a forma di delfino in osso e madreperla. Sagoma a forma di mezzaluna. Occhi, bocca incisi e coda. Staffa in osso e madreperla. Molla in ferro. Superficie dell'osso corrosa; privo di ardiglione.",3,scavo del 1937 Tomba 1
89,,22/01/24,349780,22424,,Speira-349780,4,28,1,8,21,64,,,27,28,15,-210,-190,13,184,Tecnica non presente in lista,0.7,0.7,,,,"Anello in oro in lamina sottile con castone privo di gemma. La verga, piatta all'interno e con profilo arrotondato all'esterno, si allarga in prossimità del castone, il cui alloggiamento risulta opacizzato con un bagno verosimilmente di stagno. Qualche ammaccatura sul castone.",3,scavo del 1928  Tomba degli Ori
369,,22/09/24,350089,29677,,Speira-350089,4,44,1,9,26,108,,,26,27,15,-310,-290,13,25,Tecnica non presente in lista,,,,,,"pendente rappresentante una partoriente, accovacciata, con le le braccia all'indietro, seni cascanti, ventre prominente. Sulla testa, foro passante. Tracce di scialbatura sulla superficie. Superficie abrasa; mancante del piede destro",3, 
24,,22/06/14,345427,144018,,Speira-345427,33,273,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,71,Tecnica non presente in lista,,1,43,,,Spiedo in ferro a sezione circolare con estremità rastremata. Ricomposto da frammenti; superficie molto incrostata; lacunoso di un'estremità.,3,scavo del 1975 Tomba 1
25,,22/08/30,345428,144019,,Speira-345428,33,273,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,71,Tecnica non presente in lista,,1.5,47,,,Spiedo in ferro a sezione circolare. Ricomposto da frammenti; superficie molto incrostata; lacunoso delle estremità.,3,scavo del 1975 Tomba 1
27,,22/10/18,345430,144021,,Speira-345430,33,273,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,71,Tecnica non presente in lista,1.6,44.5,,,,Spiedo in ferro a sezione circolare con estremità rastremata. Ricomposto da frammenti; superficie molto incrostata; lacunoso di un'estremità.,3,scavo del 1975 Tomba 1
296,,22/01/04,350016,28255,,Speira-350016,4,37,1,9,24,108,corso Piemonte,,27,27,4,-300,-251,13,25,Tecnica non presente in lista,5.2,4.5,,,,"Corona funeraria in bronzo e terracotta dorata. Si conservano: a) numerosi filamenti bronzei, alcuni dei quali con una delle etremità ripiegate ad anello; b) foglie di edera di dimensioni variabili; tra le più grandi si conserva una integra con foro nella parte inferiore funzionale all'innesto del peduncolo in bronzo; c) cinque corimbi troncoconici, dei quali due con la parte superiore decorata da globetti forati ad un'estremità per l'innesto del peduncolo bronzeo; d) cinque bacche sferoidali con foro passante. Frammentaria; non ricomponibile; foglie di edera in gran parte contorte e lacunose.",3,scavo del 1986 
334,,22/04/30,350054,52454,,Speira-350054,4,37,1,9,25,108,via O. Argentina,,27,27,2,-210,-201,13,34,Tecnica non presente in lista,,,,,,Nove globetti interi e un decimo frammentario con foro passante pertinente ad una corona funeraria in bronzo e terracotta dorata. Frammentario. Non ricomponibile,3,scavo del 1947 
28,,22/06/11,345431,144022,,Speira-345431,33,273,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,71,Tecnica non presente in lista,,,,,,Frammenti di spiedo in ferro a sezione circolare. Non ricomponibili. Superficie molto incrostata; lacunoso di un'estremità.,3,scavo del 1975 Tomba 1
256,,22/08/16,349949,196940,,Speira-349949,65,913,1,7,7,108,Via Marche,,26,26,5,-350,-301,13,186,Tecnica non presente in lista,,,3.4,,,"due frammenti di osso di forma parallelepipeda, con piccola scanalatura centrale presso un lato. Probabilmente si tratta di un elemento decorativo pertinente alla rifinitura esterna di una scatola portacosmetici.",3,scavo del 1994 Tomba n. 62
21,,22/03/06,345424,144015,,Speira-345424,43,456,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,34,Tecnica non presente in lista,5.8,,,,25,"Bacino in bronzo. Labbro estroflesso con fila di perle a sbalzo, vasca a calotta e base piana. Molte lacune reintegrate; lacunoso in parte dell'orlo; superficie ossidata e deformata.",10,scavo del 1975 Tomba 1
20,,22/08/19,345423,144014,,Speira-345423,1,9,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,34,Tecnica non presente in lista,7.5,,9.1,,,"Cinturone in bronzo laminare con appendice circolaresul quale è praticato il foro per l'aggancio. Lamina decorata a sbalzo con teoria di uccelli bicipiti; lungo i bordi, teoria di uccelli tricipiti. Molto ossidata; integrata qualche piccola lacuna",10,scavo del 1975 Tomba 1
267,,22/03/28,349987,32029,,Speira-349987,49,763,1,9,23,108,,Arsenale militare,26,26,9,-325,-301,13,34,Tecnica non presente in lista,,,12.1,,,specchio in bronzo circolare. Margini dentellati; cordolo triangolare con estremità arrotondata per l'innesto del manico. Restaurato; superficie ossidata,10,scavo del 1909 
17,,22/07/28,345420,144011,,Speira-345420,43,456,2,26,46,64,,Contrada Toppicelli,23,23,9,-625,-601,13,34,Tecnica non presente in lista,,,,,,Bacino in bronzo con vasca a calotta e fondo con disco centrale rilevato; ansa ad anello con piccola presa a forma di animale stilizzato. Superficie ossidata e deformata. Un frammento ricomposto e restaurato. NEL QUINTERNO VIENE DESCRITTO ERRONEAMENTE UN ANELLO ANZICHE' UN BACINO.,10,scavo del 1975 Tomba 1
196,,22/01/12,349889,113502,,Speira-349889,43,517,1,7,5,108,via Tirrenia,,26,26,5,-350,-301,13,34,Tecnica non presente in lista,38.7,,,,16,"Hydria in bronzo adoperata come urna cineraria. Orlo estroflesso e riverso; colloa profilo concavo; spalla diritta, corpo ovoide e svasato; piede a profilo troncoconico; anse orizzontali a sezione circolare rialzate; ansa posteriore verticale con foglia lanceolata in leggero rilievo. Sull'orlo, duplice serie di incisioni concentriche, intorno al collo, corona di foglie di mirto e bacche. Ricomposta da frammenti e largamente integrata (inv. 113503)",10,scavo del 1959 Tomba n. 31
158,,22/09/27,349850,4006,,Speira-349850,44,615,1,7,3,141,,Contrada Cacciavillani,26,26,4,-400,-351,13,25,Tecnica non presente in lista,,,8,,,"Testa femminile in terracotta policroma. Testa inclinata verso detra con acconciatura contraddistinta da una scriminatura mediana da cui prendono avvio due bande simmetriche di capelli convergenti in un nodo sulla nuca. i lobi degli orecchi sono forati per accogliere orecchini (n. inv. 54115 A-B), mentre la fascia incavata che corre fra l’orlo del velo e le bande frontali dei capelli era destinata verosimilmente all’alloggiamento del diadema aureo n. inv. 54114. Questo è riprodotto sulla testa e presenta una forma semicilindrica arcuata con cuspidi opposte e girali simmetrici incisi sulla superificie. Ben conservata la policromia: rosso sulle labbra e sulla capigliatura, scialbatura sul viso. Il reperto può esere interpretato come il frammento superstite di una statua fittile funeraria quasi a tutto tondo",6,scavo del 1934 
376,,22/10/21,350096,135385,,Speira-350096,44,615,1,9,26,108,,Contrada Pizzone,27,27,,-300,-201,13,25,Tecnica non presente in lista,19.5,10,,,,"terracotta policroma rappresentante una figura femminile ammantata. La donna indossa un chitone e un mantello avvolgente; con la mano sinistra stringe i lembi terminali del mantello; il bracccio destro è proteso lateralmente, con il palmo della mano aperta; ha una capuigliatura riccioluta acconciata. Tracce di scialbatura sulla superficie; ricomposta da più frammenti; intaccata sul collo.",6,scavo del 1969 
309,,22/08/22,350029,52578,,Speira-350029,49,763,1,9,24,108,via degli Angioini,,26,26,,-330,-301,13,34,Tecnica non presente in lista,,,9,,6.3,piccolo specchio in bronzo di forma circolare con presa dal profilo concavo-convesso. Ricomposta in parte da quattro frammenti. Superficie molto ossidata,6,scavo del 1934 
405,,22/03/22,350125,25912,,Speira-350125,49,763,1,9,27,108,Viale Virgilio,"Contrada Corti vecchie, Viale Virgilio",26,26,2,-310,-301,13,34,Tecnica non presente in lista,,,,,9.5,"specchio in bronzo dicoidale, con anello di sospensione a sezione romboidale, fissato al bordo mediante una piccola lamina cuoriforme. Lacunoso di parte del bordo; ricomposto da numerosi frammenti; molto ossidato",6,scavo del 1932 
169,,22/04/08,349861,60005,,Speira-349861,1,13,1,7,4,108,Via G. Oberdan,Via G. Oberdan/Propr. Strina,26,26,4,-400,-351,13,100,Tecnica non presente in lista,2,,5,,,"fibula in argento e madreperla. Arco a losanga pieno, staffa lunga rettangolare desinente con cilindretto in madreperla. Sulla staffa, incisioni a spina di pesce. Ricomposta da due frammenti; lacunosa dell'ardiglione; molto ossidata; cilindretto moltolacunoso",6,scavo del 1934 
349,,22/04/10,350069,27994,,Speira-350069,48,741,1,9,26,108,,Contrada Vaccarella,26,26,,-400,-301,13,25,Tecnica non presente in lista,16,4,6,,,"terracotta a forma di bambola con arti snodabili. Presenti fori sulla sommità della testa, sulle estremità degli arti, sul busta all'altezza delle spalle e lateralmente sul chitone. Tracce di scialbatura e colore rosso sulla superficie. Testa ricomposta; policromia evanida.",6,scavo del 1914 Tomba 3
129,,22/07/06,349821,54371,,Speira-349821,44,615,1,8,20,222,,Egnazia,27,27,1,-300,-290,13,25,Tecnica non presente in lista,22.1,8.4,12.2,,,"terracotta policroma rappresentante una fIgura femminile. Su base rettangolare piatta, in posizione frontale con himation avvolto intorno alla parte inferiore del corpo; gravitante sulla gamba sinistra e con la destra incrociata sulla sinistra; braccio sinistro piegato sul fianco; braccio destro appoggiato ad un pilastrino laterale e reggente nella mano maschera teatrale barbuta. Il capo è inclinato verso destra con acconciatura a melone recante una corona di edera. Visibili sulla superficie tracce di scialbatura, sulla capigliatura e sulla barba della maschera tracce di colore bruno, su mantello di lilla, di rosa sulla pelle, celeste gli occhi della figura femminile. Parte anteriore ottenuta a matrice; retro con sfiatatoio ovale fatto a mano. Ricomposta da frammenti; integrazioni in gesso colorato; corona e maschera lacunose; base riattaccata alla figura con gesso. Ingubbiatura e colori evanidi.",6,scavo del 1939 
188,,22/06/17,349881,19239,B,Speira-349881,4,42,1,7,4,108,,Contrada Tesoro/casa A. Fieramosca,26,26,9,-325,-301,13,22,Tecnica non presente in lista,2.5,2.1,,,,"orecchino a navicella in argento. Navicella ad arco ingrossato, con ardiglione filiforme con estremità libera assottigliata; al centro e alle estremità è decorata da un filo dogronato tra due lisci; sulla parte dell'arco, alle estremità e ai lati della dogronatura centrale, è ornata da globetti circondati da anelli di filo. Ardiglione ricomposto da frammenti; lacunoso di alcuni globetti; superficie ossidata. Da associare al precedente",6,scavo del 1914 
172,,22/04/10,349865,110291,,Speira-349865,4,37,1,7,4,108,Via V. Bellini,Via V. Bellini (oggi Via G. Maturi),26,26,4,-400,-351,13,22,Tecnica non presente in lista,,56.1,,,,"corona in argento dorato composta da ventiquattro foglie di alloro di dimensioni differenti, disposte in numero di dodici sui ogni lato e convergenti verso il centro. Le foglie sono ottenute a stampo, con dorature rilevate, applicate mediante gambi saldati nella parte interna della foglia su un supporto in lamina. i frammenti delle foglie sono stati applicati su lamine di stagno; mancano alcune foglie; il sostegno, rotto nella parte centrale, è stato ricostruito con gli elementi originari. Sfoglia aurea in parte caduta.",6,scavo del 1959 
513,,22/08/23,350234,40948,,Speira-350234,65,914,1,9,30,108,,Contrada Lupoli,27,27,,-300,-201,13,71,Tecnica non presente in lista,15.4,17.8,,,,"attrezzo in ferro composto da tre frammenti: 1) parte della lama a sviluppo rettangolare, fornito di immanicatura piatta, probabilmente inseribile ad incastro su un elemento metallico atto a riceverla, desisnente all'estremità opposta con doppio spuntone; 2)estremità a punta di falce; 3)frammento di ferro molto ossidato. lacunoco e ricomposto da frammenti; superficie ossidata",6,scavo del 1907 Tomba 43
310,,22/06/17,350030,52583,,Speira-350030,49,763,1,9,24,108,via degli Angioini,,26,26,,-330,-301,13,34,Tecnica non presente in lista,,,,,,specchio in bronzo di forma circolare. Ricomposta in parte da frammenti. Superficie molto ossidata,6,scavo del 1934 
107,,22/04/14,349798,22435,,Speira-349798,4,28,1,8,21,64,,,27,28,15,-210,-190,13,191,Tecnica non presente in lista,,4.4,5.4,,2,"Anello con verga in vetro a largo nastro ricurvo all'esterno che si espande al di sopra del cerchio a formare un ampio castone circolare con il bordo articolato in due fasce concave gradienti. Queste fungono da cornice ad una grossa pasta vitrea, inflessa inferiormente e convessa superiormente. La superficie convessa è decorata ad incisione con una figura femminile stilizzata, stante di prospetto ma con la testa rivolta a destra. Indossa un lungo chitone sotto il quale si intravede la gamba destra flessa. Le braccia, esageratamente allungate, reggono due oggetti identici, forse balsamari. Ricomposto da più frammenti; ampia lacuna nella parte inferiore del castone e una seconda, integrata, sul bordo. Buona parte della verga restaurata.",6,scavo del 1928  Tomba degli Ori
117,,22/04/18,349808,40068,,Speira-349808,43,495,1,8,21,64,,,27,28,15,-210,-190,13,272,Tecnica non presente in lista,7.3,,,,15.3,"Coppa in vetro verde. Orlo distinto da tre solcature; vasca a profilo emisferico decorata a pentagoni incisi. Ricomposta da frammenti, lacunosa.",6,scavo del 1928  Tomba degli Ori
116,,22/10/06,349807,40067,,Speira-349807,43,495,1,8,21,64,,,27,28,15,-210,-190,13,272,Tecnica non presente in lista,7.5,,,,15.3,"Coppa in vetro trasparente. Orlo distinto da tre solcature; vasca e fondo a profilo emisferico. Ricomposta da frammenti, lacunosa.",6,scavo del 1928  Tomba degli Ori
109,,22/01/26,349800,40059,,Speira-349800,43,495,1,8,21,64,,,27,28,15,-210,-190,13,88,Tecnica non presente in lista,9.5,,,,16.4,"Coppa esterna emisferica con orlo appena estroflesso; coppa interna con orlo estroflesso e ingrossato. Tra le due vi è una decorazione di difficile lettura, in lamina d'oro e colore blu recanti motivi floreali. Lacunosa e ricomposta da frammenti; lamina aurea a colore in gran parte mancanti. Le due coppe, originariamente incastrate, sono ora staccate.",6,scavo del 1928  Tomba degli Ori
118,,22/06/04,349809,40070,,Speira-349809,43,495,1,8,21,64,,,27,28,15,-210,-190,13,191,Tecnica non presente in lista,8.1,,,,16.5,"Coppa a ""reticelli"" in vetro trasparente biancastro e blu e pasta vitrea gialla. Orlo indistinto; vasca a profilo emisferico decorata con motivo a spirale ottenuto con filamenti di pasta vitrea. Ricomposta da frammenti, lacunosa.",6,scavo del 1928  Tomba degli Ori
110,,22/06/04,349801,40060,,Speira-349801,43,495,1,8,21,64,,,27,28,15,-210,-190,13,272,Tecnica non presente in lista,8.1,,,,17.4,Coppa in vetro trasparente lattiginoso. Orlo ad andamento verticale distinto da due scanalature parallele; vasca e fondo a profilo convesso . La parete è decorata da serie di dieci bugne ovoidali motivi floreali; il fondo reca un fiore a due giri di cinque petali di forma lanceolata e bottone centrale con rosetta a 8 petali. Lacunosa e integrata; ricomposta da frammenti,6,scavo del 1928  Tomba degli Ori
